"Population by Single Year of Age","Number"
"0",""
"Female","223"
"Male","251"
"1",""
"Female","191"
"Male","153"
"10",""
"Female","449"
"Male","439"
"11",""
"Female","276"
"Male","241"
"12",""
"Female","433"
"Male","429"
"13",""
"Female","288"
"Male","299"
"14",""
"Female","299"
"Male","278"
"15",""
"Female","345"
"Male","311"
"16",""
"Female","408"
"Male","289"
"17",""
"Female","227"
"Male","194"
"18",""
"Female","340"
"Male","283"
"19",""
"Female","212"
"Male","190"
"2",""
"Female","219"
"Male","281"
"20",""
"Female","383"
"Male","281"
"21",""
"Female","171"
"Male","122"
"22",""
"Female","336"
"Male","217"
"23",""
"Female","176"
"Male","132"
"24",""
"Female","181"
"Male","125"
"25",""
"Female","494"
"Male","326"
"26",""
"Female","196"
"Male","106"
"27",""
"Female","160"
"Male","129"
"28",""
"Female","273"
"Male","164"
"29",""
"Female","74"
"Male","73"
"3",""
"Female","299"
"Male","328"
"30",""
"Female","592"
"Male","363"
"31",""
"Female","53"
"Male","43"
"32",""
"Female","214"
"Male","154"
"33",""
"Female","72"
"Male","56"
"34",""
"Female","83"
"Male","58"
"35",""
"Female","606"
"Male","496"
"36",""
"Female","108"
"Male","104"
"37",""
"Female","59"
"Male","76"
"38",""
"Female","138"
"Male","99"
"39",""
"Female","55"
"Male","52"
"4",""
"Female","288"
"Male","301"
"40",""
"Female","517"
"Male","435"
"41",""
"Female","22"
"Male","39"
"42",""
"Female","161"
"Male","132"
"43",""
"Female","57"
"Male","47"
"44",""
"Female","46"
"Male","47"
"45",""
"Female","426"
"Male","430"
"46",""
"Female","56"
"Male","69"
"47",""
"Female","48"
"Male","58"
"48",""
"Female","126"
"Male","84"
"49",""
"Female","33"
"Male","35"
"5",""
"Female","359"
"Male","436"
"50",""
"Female","396"
"Male","392"
"51",""
"Female","21"
"Male","36"
"52",""
"Female","97"
"Male","86"
"53",""
"Female","44"
"Male","40"
"54",""
"Female","40"
"Male","26"
"55",""
"Female","279"
"Male","315"
"56",""
"Female","42"
"Male","59"
"57",""
"Female","43"
"Male","41"
"58",""
"Female","70"
"Male","71"
"59",""
"Female","26"
"Male","49"
"6",""
"Female","256"
"Male","317"
"60",""
"Female","293"
"Male","306"
"61",""
"Female","33"
"Male","29"
"62",""
"Female","65"
"Male","54"
"63",""
"Female","23"
"Male","35"
"64",""
"Female","20"
"Male","17"
"65",""
"Female","226"
"Male","213"
"66",""
"Female","25"
"Male","24"
"67",""
"Female","24"
"Male","28"
"68",""
"Female","33"
"Male","44"
"69",""
"Female","13"
"Male","25"
"7",""
"Female","419"
"Male","343"
"70",""
"Female","150"
"Male","152"
"71",""
"Female","12"
"Male","19"
"72",""
"Female","36"
"Male","34"
"73",""
"Female","10"
"Male","8"
"74",""
"Female","5"
"Male","3"
"75",""
"Female","59"
"Male","91"
"76",""
"Female","4"
"Male","10"
"77",""
"Female","1"
"Male","7"
"78",""
"Female","9"
"Male","13"
"79",""
"Female","3"
"Male","7"
"8",""
"Female","413"
"Male","373"
"80",""
"Female","33"
"Male","37"
"81",""
"Female","1"
"Male","3"
"82",""
"Female","2"
"Male","3"
"83",""
"Female","2"
"Male","0"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","29"
"Male","38"
"9",""
"Female","254"
"Male","242"
