"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","26"
"Male","29"
"Bote",""
"Female","7"
"Male","6"
"Brahman - Hill",""
"Female","3260"
"Male","2616"
"Brahman - Tarai",""
"Female","33"
"Male","44"
"Chamar/ Harijan/ Ram",""
"Female","373"
"Male","385"
"Chhetri",""
"Female","3273"
"Male","2589"
"Dalit Others",""
"Female","188"
"Male","205"
"Damai/Dholi",""
"Female","709"
"Male","573"
"Darai",""
"Female","19"
"Male","13"
"Dhobi",""
"Female","72"
"Male","56"
"Dusadh/ Pasawan/ Pasi",""
"Female","140"
"Male","132"
"Gaine",""
"Female","62"
"Male","50"
"Gharti/Bhujel",""
"Female","43"
"Male","31"
"Gurung",""
"Female","310"
"Male","231"
"Hajam/Thakur",""
"Female","37"
"Male","46"
"Halwai",""
"Female","34"
"Male","31"
"Kalwar",""
"Female","31"
"Male","32"
"Kami",""
"Female","3018"
"Male","2448"
"Kanu",""
"Female","13"
"Male","11"
"Kathabaniyan",""
"Female","48"
"Male","49"
"Kayastha",""
"Female","39"
"Male","45"
"Kumal",""
"Female","33"
"Male","22"
"Kurmi",""
"Female","137"
"Male","154"
"Lodh",""
"Female","6"
"Male","8"
"Lohar",""
"Female","18"
"Male","16"
"Magar",""
"Female","1417"
"Male","1146"
"Majhi",""
"Female","26"
"Male","19"
"Mallaha",""
"Female","5"
"Male","9"
"Musalman",""
"Female","695"
"Male","645"
"Newar",""
"Female","299"
"Male","233"
"Others",""
"Female","38"
"Male","28"
"Pattharkatta/ Kushwadiya",""
"Female","14"
"Male","8"
"Punjabi/Sikh",""
"Female","8"
"Male","10"
"Rai",""
"Female","20"
"Male","9"
"Rajbansi",""
"Female","47"
"Male","37"
"Sanyasi/Dasnami",""
"Female","183"
"Male","143"
"Sarki",""
"Female","334"
"Male","301"
"Tamang",""
"Female","126"
"Male","100"
"Teli",""
"Female","15"
"Male","19"
"Terai Others",""
"Female","39"
"Male","43"
"Thakuri",""
"Female","715"
"Male","528"
"Tharu",""
"Female","9181"
"Male","8712"
"Yadav",""
"Female","481"
"Male","484"
