"Population by Educational Attainment","Number"
"Beginners",""
"Female","680"
"Male","874"
"Graduate and Equivalent",""
"Female","67"
"Male","171"
"Intermediate and Equivalent",""
"Female","461"
"Male","566"
"Level not Stated",""
"Female","28"
"Male","22"
"Lower Secondary (Class 6-8)",""
"Female","3662"
"Male","3620"
"Non Formal Education",""
"Female","934"
"Male","518"
"Others",""
"Female","11"
"Male","18"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","39"
"Primary Education (1-5 Class)",""
"Female","5779"
"Male","6390"
"Secondary Level (Class 9-10)",""
"Female","1648"
"Male","1804"
"SLC and Equivalent",""
"Female","1056"
"Male","1230"
