"Population by Educational Attainment","Number"
"Beginners",""
"Female","296"
"Male","432"
"","728"
"Graduate and Equivalent",""
"Female","53"
"Male","339"
"","392"
"Intermediate and Equivalent",""
"Female","370"
"Male","862"
"","1232"
"Level not Stated",""
"Female","59"
"Male","70"
"","129"
"Lower Secondary (Class 6-8)",""
"Female","1147"
"Male","2237"
"","3384"
"Non Formal Education",""
"Female","64"
"Male","136"
"","200"
"Others",""
"Female","49"
"Male","37"
"","86"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","57"
"","61"
"Primary Education (1-5 Class)",""
"Female","3657"
"Male","5043"
"","8700"
"Secondary Level (Class 9-10)",""
"Female","418"
"Male","1207"
"","1625"
"SLC and Equivalent",""
"Female","388"
"Male","1260"
"","1648"
