"Population by Mother tongue","Number"
"Bantawa",""
"Female","1197"
"Male","1049"
"","2246"
"Bhujel",""
"Female","9"
"Male","4"
"","13"
"Chamling",""
"Female","232"
"Male","198"
"","430"
"Dhimal",""
"Female","34"
"Male","37"
"","71"
"Dumi",""
"Female","36"
"Male","19"
"","55"
"Dungmali",""
"Female","10"
"Male","11"
"","21"
"Gurung",""
"Female","22"
"Male","18"
"","40"
"Khaling",""
"Female","19"
"Male","13"
"","32"
"Koyee",""
"Female","20"
"Male","26"
"","46"
"Kulung",""
"Female","188"
"Male","207"
"","395"
"Limbu",""
"Female","2278"
"Male","1957"
"","4235"
"Magar",""
"Female","155"
"Male","123"
"","278"
"Maithili",""
"Female","10"
"Male","18"
"","28"
"Majhi",""
"Female","14"
"Male","8"
"","22"
"Nachhiring",""
"Female","12"
"Male","8"
"","20"
"Nepali",""
"Female","5006"
"Male","4259"
"","9265"
"Newar",""
"Female","53"
"Male","45"
"","98"
"Not Reported",""
"Female","10"
"Male","16"
"","26"
"Others",""
"Female","279"
"Male","247"
"","526"
"Rai",""
"Female","868"
"Male","764"
"","1632"
"Sampang",""
"Female","93"
"Male","81"
"","174"
"Sherpa",""
"Female","11"
"Male","9"
"","20"
"Sunuwar",""
"Female","23"
"Male","15"
"","38"
"Tamang",""
"Female","416"
"Male","386"
"","802"
"Thulung",""
"Female","72"
"Male","52"
"","124"
"Yakkha",""
"Female","101"
"Male","82"
"","183"
