"Population by Educational Attainment","Number"
"Beginners",""
"Female","145"
"Male","118"
"","263"
"Graduate and Equivalent",""
"Female","33"
"Male","81"
"","114"
"Intermediate and Equivalent",""
"Female","210"
"Male","230"
"","440"
"Level not Stated",""
"Female","32"
"Male","25"
"","57"
"Lower Secondary (Class 6-8)",""
"Female","1980"
"Male","1758"
"","3738"
"Non Formal Education",""
"Female","335"
"Male","373"
"","708"
"Others",""
"Female","1"
"Male","4"
"","5"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","12"
"","17"
"Primary Education (1-5 Class)",""
"Female","2662"
"Male","2966"
"","5628"
"Secondary Level (Class 9-10)",""
"Female","1104"
"Male","976"
"","2080"
"SLC and Equivalent",""
"Female","688"
"Male","545"
"","1233"
