"Population by Educational Attainment","Number"
"Beginners",""
"Female","89"
"Male","92"
"Graduate and Equivalent",""
"Female","8"
"Male","15"
"Intermediate and Equivalent",""
"Female","34"
"Male","72"
"Level not Stated",""
"Female","6"
"Male","4"
"Lower Secondary (Class 6-8)",""
"Female","492"
"Male","504"
"Non Formal Education",""
"Female","181"
"Male","217"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","7"
"Primary Education (1-5 Class)",""
"Female","1131"
"Male","1183"
"Secondary Level (Class 9-10)",""
"Female","188"
"Male","218"
"SLC and Equivalent",""
"Female","122"
"Male","171"
