"Population by Single Year of Age","Number"
"0",""
"Female","72"
"Male","72"
"1",""
"Female","41"
"Male","47"
"10",""
"Female","87"
"Male","94"
"11",""
"Female","80"
"Male","76"
"12",""
"Female","89"
"Male","105"
"13",""
"Female","97"
"Male","82"
"14",""
"Female","105"
"Male","87"
"15",""
"Female","107"
"Male","96"
"16",""
"Female","105"
"Male","80"
"17",""
"Female","76"
"Male","79"
"18",""
"Female","103"
"Male","97"
"19",""
"Female","74"
"Male","49"
"2",""
"Female","53"
"Male","58"
"20",""
"Female","78"
"Male","67"
"21",""
"Female","59"
"Male","58"
"22",""
"Female","67"
"Male","58"
"23",""
"Female","64"
"Male","51"
"24",""
"Female","58"
"Male","49"
"25",""
"Female","88"
"Male","62"
"26",""
"Female","57"
"Male","32"
"27",""
"Female","57"
"Male","50"
"28",""
"Female","61"
"Male","48"
"29",""
"Female","38"
"Male","36"
"3",""
"Female","83"
"Male","61"
"30",""
"Female","68"
"Male","59"
"31",""
"Female","34"
"Male","28"
"32",""
"Female","53"
"Male","38"
"33",""
"Female","34"
"Male","27"
"34",""
"Female","31"
"Male","28"
"35",""
"Female","57"
"Male","50"
"36",""
"Female","43"
"Male","44"
"37",""
"Female","26"
"Male","38"
"38",""
"Female","49"
"Male","34"
"39",""
"Female","31"
"Male","28"
"4",""
"Female","77"
"Male","81"
"40",""
"Female","66"
"Male","61"
"41",""
"Female","27"
"Male","23"
"42",""
"Female","30"
"Male","41"
"43",""
"Female","32"
"Male","20"
"44",""
"Female","22"
"Male","21"
"45",""
"Female","42"
"Male","42"
"46",""
"Female","29"
"Male","20"
"47",""
"Female","18"
"Male","14"
"48",""
"Female","26"
"Male","43"
"49",""
"Female","27"
"Male","31"
"5",""
"Female","71"
"Male","78"
"50",""
"Female","59"
"Male","47"
"51",""
"Female","22"
"Male","25"
"52",""
"Female","33"
"Male","31"
"53",""
"Female","29"
"Male","18"
"54",""
"Female","15"
"Male","21"
"55",""
"Female","38"
"Male","38"
"56",""
"Female","31"
"Male","28"
"57",""
"Female","19"
"Male","21"
"58",""
"Female","23"
"Male","20"
"59",""
"Female","27"
"Male","23"
"6",""
"Female","101"
"Male","73"
"60",""
"Female","59"
"Male","63"
"61",""
"Female","23"
"Male","15"
"62",""
"Female","17"
"Male","19"
"63",""
"Female","30"
"Male","31"
"64",""
"Female","10"
"Male","18"
"65",""
"Female","18"
"Male","17"
"66",""
"Female","12"
"Male","7"
"67",""
"Female","11"
"Male","17"
"68",""
"Female","12"
"Male","17"
"69",""
"Female","8"
"Male","8"
"7",""
"Female","79"
"Male","92"
"70",""
"Female","16"
"Male","26"
"71",""
"Female","10"
"Male","13"
"72",""
"Female","17"
"Male","16"
"73",""
"Female","9"
"Male","14"
"74",""
"Female","10"
"Male","16"
"75",""
"Female","15"
"Male","11"
"76",""
"Female","5"
"Male","6"
"77",""
"Female","5"
"Male","11"
"78",""
"Female","5"
"Male","7"
"79",""
"Female","4"
"Male","5"
"8",""
"Female","77"
"Male","79"
"80",""
"Female","4"
"Male","11"
"81",""
"Female","4"
"Male","4"
"82",""
"Female","5"
"Male","5"
"83",""
"Female","2"
"Male","6"
"84",""
"Female","4"
"Male","2"
"85",""
"Female","13"
"Male","9"
"9",""
"Female","82"
"Male","77"
