"Population by Educational Attainment","Number"
"Beginners",""
"Female","354"
"Male","372"
"","726"
"Graduate and Equivalent",""
"Female","68"
"Male","304"
"","372"
"Intermediate and Equivalent",""
"Female","336"
"Male","655"
"","991"
"Level not Stated",""
"Female","15"
"Male","16"
"","31"
"Lower Secondary (Class 6-8)",""
"Female","873"
"Male","1520"
"","2393"
"Non Formal Education",""
"Female","129"
"Male","107"
"","236"
"Others",""
"Female","0"
"Male","2"
"","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","66"
"","71"
"Primary Education (1-5 Class)",""
"Female","2605"
"Male","2963"
"","5568"
"Secondary Level (Class 9-10)",""
"Female","483"
"Male","882"
"","1365"
"SLC and Equivalent",""
"Female","323"
"Male","756"
"","1079"
