"Population by Educational Attainment","Number"
"Beginners",""
"Female","818"
"Male","952"
"Graduate and Equivalent",""
"Female","74"
"Male","183"
"Intermediate and Equivalent",""
"Female","442"
"Male","630"
"Level not Stated",""
"Female","38"
"Male","39"
"Lower Secondary (Class 6-8)",""
"Female","4290"
"Male","4514"
"Non Formal Education",""
"Female","634"
"Male","391"
"Others",""
"Female","11"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","53"
"Primary Education (1-5 Class)",""
"Female","7111"
"Male","7846"
"Secondary Level (Class 9-10)",""
"Female","1746"
"Male","2006"
"SLC and Equivalent",""
"Female","1235"
"Male","1515"
