"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","109"
"Male","106"
"","215"
"Bangali",""
"Female","8"
"Male","6"
"","14"
"Baraee",""
"Female","17"
"Male","19"
"","36"
"Bin",""
"Female","635"
"Male","651"
"","1286"
"Brahman - Hill",""
"Female","1233"
"Male","952"
"","2185"
"Brahman - Tarai",""
"Female","10"
"Male","11"
"","21"
"Chamar/ Harijan/ Ram",""
"Female","1990"
"Male","2062"
"","4052"
"Chhetri",""
"Female","394"
"Male","343"
"","737"
"Dalit Others",""
"Female","9"
"Male","9"
"","18"
"Damai/Dholi",""
"Female","33"
"Male","34"
"","67"
"Dhankar/ Dharikar",""
"Female","26"
"Male","22"
"","48"
"Dhobi",""
"Female","246"
"Male","284"
"","530"
"Dom",""
"Female","7"
"Male","5"
"","12"
"Dusadh/ Pasawan/ Pasi",""
"Female","633"
"Male","598"
"","1231"
"Foreigner",""
"Female","15"
"Male","9"
"","24"
"Gaderi/Bhedihar",""
"Female","272"
"Male","278"
"","550"
"Gharti/Bhujel",""
"Female","8"
"Male","3"
"","11"
"Gurung",""
"Female","274"
"Male","232"
"","506"
"Hajam/Thakur",""
"Female","202"
"Male","185"
"","387"
"Halwai",""
"Female","29"
"Male","26"
"","55"
"Kahar",""
"Female","358"
"Male","388"
"","746"
"Kalwar",""
"Female","38"
"Male","43"
"","81"
"Kami",""
"Female","81"
"Male","88"
"","169"
"Kanu",""
"Female","12"
"Male","14"
"","26"
"Kathabaniyan",""
"Female","418"
"Male","408"
"","826"
"Kayastha",""
"Female","8"
"Male","5"
"","13"
"Kewat",""
"Female","221"
"Male","221"
"","442"
"Khatwe",""
"Female","13"
"Male","9"
"","22"
"Khawas",""
"Female","71"
"Male","54"
"","125"
"Koiri/Kushwaha",""
"Female","629"
"Male","623"
"","1252"
"Kumal",""
"Female","77"
"Male","86"
"","163"
"Kumhar",""
"Female","7"
"Male","5"
"","12"
"Kurmi",""
"Female","537"
"Male","545"
"","1082"
"Lohar",""
"Female","105"
"Male","105"
"","210"
"Magar",""
"Female","652"
"Male","549"
"","1201"
"Mali",""
"Female","8"
"Male","6"
"","14"
"Mallaha",""
"Female","315"
"Male","351"
"","666"
"Musahar",""
"Female","575"
"Male","570"
"","1145"
"Musalman",""
"Female","1839"
"Male","1675"
"","3514"
"Newar",""
"Female","117"
"Male","98"
"","215"
"Nuniya",""
"Female","4"
"Male","7"
"","11"
"Others",""
"Female","27"
"Male","22"
"","49"
"Pattharkatta/ Kushwadiya",""
"Female","16"
"Male","14"
"","30"
"Rajbhar",""
"Female","372"
"Male","338"
"","710"
"Rajput",""
"Female","39"
"Male","41"
"","80"
"Sanyasi/Dasnami",""
"Female","22"
"Male","20"
"","42"
"Sarki",""
"Female","63"
"Male","37"
"","100"
"Satar/ Santhal",""
"Female","6"
"Male","7"
"","13"
"Sonar",""
"Female","42"
"Male","56"
"","98"
"Tamang",""
"Female","34"
"Male","22"
"","56"
"Teli",""
"Female","986"
"Male","937"
"","1923"
"Terai Others",""
"Female","613"
"Male","626"
"","1239"
"Thakuri",""
"Female","36"
"Male","25"
"","61"
"Tharu",""
"Female","3314"
"Male","2954"
"","6268"
"Yadav",""
"Female","620"
"Male","656"
"","1276"
"Yakkha",""
"Female","10"
"Male","15"
"","25"
