"Population by disability type","Number"
"Blind/low vision",""
"Female","102"
"Male","85"
"","187"
"Deaf/hard of hearing",""
"Female","27"
"Male","36"
"","63"
"Deaf-Blind",""
"Female","18"
"Male","12"
"","30"
"Intellectual disable",""
"Female","10"
"Male","14"
"","24"
"Mental disable",""
"Female","12"
"Male","30"
"","42"
"Multiple disable",""
"Female","17"
"Male","22"
"","39"
"No disability",""
"Female","18116"
"Male","17088"
"","35204"
"Physical",""
"Female","98"
"Male","144"
"","242"
"Speech problem",""
"Female","35"
"Male","24"
"","59"
