"Population by Caste/Ethinicity","Number"
"Bote",""
"Female","41"
"Male","49"
"Brahman - Hill",""
"Female","4275"
"Male","3085"
"Chhetri",""
"Female","1333"
"Male","926"
"Damai/Dholi",""
"Female","643"
"Male","502"
"Gharti/Bhujel",""
"Female","85"
"Male","57"
"Gurung",""
"Female","31"
"Male","17"
"Kami",""
"Female","1664"
"Male","1171"
"Magar",""
"Female","4295"
"Male","3432"
"Mali",""
"Female","56"
"Male","35"
"Musalman",""
"Female","34"
"Male","27"
"Newar",""
"Female","256"
"Male","217"
"Others",""
"Female","22"
"Male","26"
"Sanyasi/Dasnami",""
"Female","250"
"Male","145"
"Sarki",""
"Female","398"
"Male","273"
"Tamang",""
"Female","9"
"Male","12"
"Terai Others",""
"Female","7"
"Male","8"
"Thakali",""
"Female","6"
"Male","5"
"Thakuri",""
"Female","232"
"Male","169"
"Tharu",""
"Female","8"
"Male","6"
