"Population by Educational Attainment","Number"
"Beginners",""
"Female","147"
"Male","141"
"Graduate and Equivalent",""
"Female","20"
"Male","34"
"Intermediate and Equivalent",""
"Female","114"
"Male","127"
"Level not Stated",""
"Female","12"
"Male","12"
"Lower Secondary (Class 6-8)",""
"Female","914"
"Male","1002"
"Non Formal Education",""
"Female","315"
"Male","425"
"Others",""
"Female","13"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","7"
"Primary Education (1-5 Class)",""
"Female","1613"
"Male","1710"
"Secondary Level (Class 9-10)",""
"Female","380"
"Male","417"
"SLC and Equivalent",""
"Female","221"
"Male","259"
