"Population by Single Year of Age","Number"
"0",""
"Female","138"
"Male","126"
"1",""
"Female","90"
"Male","108"
"10",""
"Female","238"
"Male","206"
"11",""
"Female","220"
"Male","188"
"12",""
"Female","232"
"Male","216"
"13",""
"Female","191"
"Male","196"
"14",""
"Female","212"
"Male","174"
"15",""
"Female","228"
"Male","199"
"16",""
"Female","212"
"Male","164"
"17",""
"Female","201"
"Male","149"
"18",""
"Female","188"
"Male","157"
"19",""
"Female","119"
"Male","102"
"2",""
"Female","119"
"Male","102"
"20",""
"Female","159"
"Male","123"
"21",""
"Female","116"
"Male","74"
"22",""
"Female","127"
"Male","97"
"23",""
"Female","113"
"Male","76"
"24",""
"Female","137"
"Male","96"
"25",""
"Female","161"
"Male","114"
"26",""
"Female","121"
"Male","78"
"27",""
"Female","114"
"Male","62"
"28",""
"Female","114"
"Male","74"
"29",""
"Female","64"
"Male","50"
"3",""
"Female","118"
"Male","139"
"30",""
"Female","162"
"Male","129"
"31",""
"Female","74"
"Male","46"
"32",""
"Female","82"
"Male","81"
"33",""
"Female","54"
"Male","45"
"34",""
"Female","68"
"Male","38"
"35",""
"Female","149"
"Male","103"
"36",""
"Female","123"
"Male","69"
"37",""
"Female","57"
"Male","41"
"38",""
"Female","83"
"Male","74"
"39",""
"Female","61"
"Male","41"
"4",""
"Female","139"
"Male","118"
"40",""
"Female","161"
"Male","143"
"41",""
"Female","64"
"Male","39"
"42",""
"Female","80"
"Male","73"
"43",""
"Female","59"
"Male","44"
"44",""
"Female","56"
"Male","40"
"45",""
"Female","118"
"Male","121"
"46",""
"Female","62"
"Male","51"
"47",""
"Female","42"
"Male","39"
"48",""
"Female","104"
"Male","105"
"49",""
"Female","51"
"Male","45"
"5",""
"Female","154"
"Male","141"
"50",""
"Female","162"
"Male","138"
"51",""
"Female","57"
"Male","66"
"52",""
"Female","61"
"Male","69"
"53",""
"Female","47"
"Male","49"
"54",""
"Female","29"
"Male","47"
"55",""
"Female","94"
"Male","90"
"56",""
"Female","52"
"Male","61"
"57",""
"Female","35"
"Male","33"
"58",""
"Female","46"
"Male","58"
"59",""
"Female","36"
"Male","37"
"6",""
"Female","168"
"Male","145"
"60",""
"Female","131"
"Male","131"
"61",""
"Female","37"
"Male","38"
"62",""
"Female","45"
"Male","50"
"63",""
"Female","27"
"Male","28"
"64",""
"Female","26"
"Male","29"
"65",""
"Female","85"
"Male","76"
"66",""
"Female","34"
"Male","29"
"67",""
"Female","28"
"Male","33"
"68",""
"Female","35"
"Male","48"
"69",""
"Female","22"
"Male","23"
"7",""
"Female","171"
"Male","171"
"70",""
"Female","70"
"Male","80"
"71",""
"Female","29"
"Male","29"
"72",""
"Female","49"
"Male","48"
"73",""
"Female","21"
"Male","19"
"74",""
"Female","13"
"Male","20"
"75",""
"Female","50"
"Male","42"
"76",""
"Female","20"
"Male","17"
"77",""
"Female","21"
"Male","12"
"78",""
"Female","17"
"Male","23"
"79",""
"Female","9"
"Male","10"
"8",""
"Female","161"
"Male","174"
"80",""
"Female","36"
"Male","35"
"81",""
"Female","15"
"Male","7"
"82",""
"Female","18"
"Male","13"
"83",""
"Female","6"
"Male","11"
"84",""
"Female","12"
"Male","13"
"85",""
"Female","34"
"Male","52"
"9",""
"Female","175"
"Male","192"
