"Population by Educational Attainment","Number"
"Beginners",""
"Female","361"
"Male","389"
"Graduate and Equivalent",""
"Female","12"
"Male","69"
"Intermediate and Equivalent",""
"Female","136"
"Male","212"
"Level not Stated",""
"Female","27"
"Male","30"
"Lower Secondary (Class 6-8)",""
"Female","2016"
"Male","1795"
"Non Formal Education",""
"Female","145"
"Male","181"
"Others",""
"Female","3"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","3950"
"Male","4204"
"Secondary Level (Class 9-10)",""
"Female","766"
"Male","775"
"SLC and Equivalent",""
"Female","523"
"Male","579"
