"Population by disability type","Number"
"Blind/low vision",""
"Female","55"
"Male","51"
"","106"
"Deaf/hard of hearing",""
"Female","36"
"Male","40"
"","76"
"Deaf-Blind",""
"Female","8"
"Male","10"
"","18"
"Intellectual disable",""
"Female","7"
"Male","9"
"","16"
"Mental disable",""
"Female","10"
"Male","14"
"","24"
"Multiple disable",""
"Female","11"
"Male","16"
"","27"
"No disability",""
"Female","15417"
"Male","12522"
"","27939"
"Physical",""
"Female","143"
"Male","171"
"","314"
"Speech problem",""
"Female","46"
"Male","46"
"","92"
