"Population by Educational Attainment","Number"
"Beginners",""
"Female","281"
"Male","329"
"Graduate and Equivalent",""
"Female","13"
"Male","103"
"Intermediate and Equivalent",""
"Female","105"
"Male","349"
"Level not Stated",""
"Female","36"
"Male","43"
"Lower Secondary (Class 6-8)",""
"Female","693"
"Male","1636"
"Non Formal Education",""
"Female","3"
"Male","6"
"Others",""
"Female","25"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","23"
"Primary Education (1-5 Class)",""
"Female","2833"
"Male","4174"
"Secondary Level (Class 9-10)",""
"Female","199"
"Male","696"
"SLC and Equivalent",""
"Female","212"
"Male","643"
