"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","64"
"Male","69"
"Bangali",""
"Female","18"
"Male","19"
"Baraee",""
"Female","154"
"Male","155"
"Bin",""
"Female","1037"
"Male","1112"
"Brahman - Hill",""
"Female","72"
"Male","62"
"Brahman - Tarai",""
"Female","41"
"Male","48"
"Chamar/ Harijan/ Ram",""
"Female","724"
"Male","739"
"Chhetri",""
"Female","4"
"Male","15"
"Dhanuk",""
"Female","54"
"Male","56"
"Dhobi",""
"Female","341"
"Male","376"
"Dhunia",""
"Female","84"
"Male","105"
"Dom",""
"Female","8"
"Male","5"
"Dusadh/ Pasawan/ Pasi",""
"Female","598"
"Male","634"
"Hajam/Thakur",""
"Female","205"
"Male","204"
"Halkhor",""
"Female","20"
"Male","23"
"Kalwar",""
"Female","674"
"Male","738"
"Kanu",""
"Female","1192"
"Male","1207"
"Kathabaniyan",""
"Female","143"
"Male","156"
"Kayastha",""
"Female","63"
"Male","69"
"Koiri/Kushwaha",""
"Female","426"
"Male","432"
"Kumal",""
"Female","17"
"Male","24"
"Kumhar",""
"Female","377"
"Male","393"
"Kurmi",""
"Female","812"
"Male","939"
"Lohar",""
"Female","348"
"Male","345"
"Mali",""
"Female","10"
"Male","12"
"Mallaha",""
"Female","418"
"Male","465"
"Musahar",""
"Female","420"
"Male","434"
"Musalman",""
"Female","2839"
"Male","2985"
"Nuniya",""
"Female","670"
"Male","704"
"Others",""
"Female","36"
"Male","23"
"Rajput",""
"Female","250"
"Male","245"
"Sanyasi/Dasnami",""
"Female","7"
"Male","6"
"Sonar",""
"Female","21"
"Male","14"
"Sudhi",""
"Female","18"
"Male","21"
"Tatma/Tatwa",""
"Female","294"
"Male","281"
"Teli",""
"Female","454"
"Male","474"
"Terai Others",""
"Female","109"
"Male","98"
"Tharu",""
"Female","372"
"Male","374"
"Undefined Others",""
"Female","7"
"Male","7"
"Yadav",""
"Female","3210"
"Male","3450"
"Yakkha",""
"Female","24"
"Male","20"
