"Population by Caste Ethinicity","Number"
"Badi",""
"Female","11"
"Male","6"
"","17"
"Brahman - Hill",""
"Female","2340"
"Male","2114"
"","4454"
"Chhantyal/Chhantel",""
"Female","429"
"Male","324"
"","753"
"Chhetri",""
"Female","5381"
"Male","4350"
"","9731"
"Damai/Dholi",""
"Female","1565"
"Male","1145"
"","2710"
"Gharti/Bhujel",""
"Female","7"
"Male","7"
"","14"
"Gurung",""
"Female","204"
"Male","151"
"","355"
"Hajam/Thakur",""
"Female","1"
"Male","12"
"","13"
"Halwai",""
"Female","14"
"Male","16"
"","30"
"Kami",""
"Female","1504"
"Male","1187"
"","2691"
"Kisan",""
"Female","119"
"Male","79"
"","198"
"Koiri/Kushwaha",""
"Female","3"
"Male","16"
"","19"
"Magar",""
"Female","4166"
"Male","3118"
"","7284"
"Musalman",""
"Female","56"
"Male","90"
"","146"
"Newar",""
"Female","687"
"Male","597"
"","1284"
"Others",""
"Female","39"
"Male","83"
"","122"
"Rai",""
"Female","43"
"Male","34"
"","77"
"Sanyasi/Dasnami",""
"Female","79"
"Male","43"
"","122"
"Sarki",""
"Female","1114"
"Male","980"
"","2094"
"Sherpa",""
"Female","6"
"Male","8"
"","14"
"Tamang",""
"Female","25"
"Male","40"
"","65"
"Teli",""
"Female","16"
"Male","32"
"","48"
"Terai Others",""
"Female","13"
"Male","14"
"","27"
"Thakali",""
"Female","193"
"Male","146"
"","339"
"Thakuri",""
"Female","473"
"Male","391"
"","864"
"Tharu",""
"Female","8"
"Male","19"
"","27"
