"Population by Educational Attainment","Number"
"Beginners",""
"Female","483"
"Male","539"
"","1022"
"Graduate and Equivalent",""
"Female","115"
"Male","346"
"","461"
"Intermediate and Equivalent",""
"Female","683"
"Male","683"
"","1366"
"Level not Stated",""
"Female","13"
"Male","24"
"","37"
"Lower Secondary (Class 6-8)",""
"Female","2645"
"Male","2292"
"","4937"
"Non Formal Education",""
"Female","805"
"Male","318"
"","1123"
"Others",""
"Female","4"
"Male","4"
"","8"
"Post Graduate Equivalent and Above",""
"Female","26"
"Male","128"
"","154"
"Primary Education (1-5 Class)",""
"Female","4418"
"Male","4347"
"","8765"
"Secondary Level (Class 9-10)",""
"Female","1347"
"Male","1381"
"","2728"
"SLC and Equivalent",""
"Female","1475"
"Male","1610"
"","3085"
