"Population by Single Year of Age","Number"
"0",""
"Female","146"
"Male","139"
"1",""
"Female","136"
"Male","148"
"10",""
"Female","227"
"Male","273"
"11",""
"Female","196"
"Male","201"
"12",""
"Female","255"
"Male","215"
"13",""
"Female","248"
"Male","207"
"14",""
"Female","213"
"Male","235"
"15",""
"Female","213"
"Male","214"
"16",""
"Female","206"
"Male","170"
"17",""
"Female","185"
"Male","181"
"18",""
"Female","209"
"Male","234"
"19",""
"Female","113"
"Male","118"
"2",""
"Female","159"
"Male","151"
"20",""
"Female","122"
"Male","117"
"21",""
"Female","121"
"Male","108"
"22",""
"Female","160"
"Male","116"
"23",""
"Female","115"
"Male","110"
"24",""
"Female","94"
"Male","61"
"25",""
"Female","134"
"Male","84"
"26",""
"Female","104"
"Male","77"
"27",""
"Female","84"
"Male","53"
"28",""
"Female","104"
"Male","70"
"29",""
"Female","62"
"Male","59"
"3",""
"Female","160"
"Male","172"
"30",""
"Female","163"
"Male","102"
"31",""
"Female","59"
"Male","37"
"32",""
"Female","66"
"Male","73"
"33",""
"Female","50"
"Male","51"
"34",""
"Female","63"
"Male","42"
"35",""
"Female","155"
"Male","96"
"36",""
"Female","74"
"Male","56"
"37",""
"Female","59"
"Male","49"
"38",""
"Female","82"
"Male","71"
"39",""
"Female","54"
"Male","51"
"4",""
"Female","184"
"Male","179"
"40",""
"Female","168"
"Male","126"
"41",""
"Female","58"
"Male","43"
"42",""
"Female","77"
"Male","79"
"43",""
"Female","79"
"Male","65"
"44",""
"Female","66"
"Male","57"
"45",""
"Female","128"
"Male","101"
"46",""
"Female","80"
"Male","61"
"47",""
"Female","57"
"Male","54"
"48",""
"Female","80"
"Male","67"
"49",""
"Female","49"
"Male","59"
"5",""
"Female","192"
"Male","191"
"50",""
"Female","126"
"Male","117"
"51",""
"Female","37"
"Male","52"
"52",""
"Female","61"
"Male","65"
"53",""
"Female","57"
"Male","58"
"54",""
"Female","49"
"Male","43"
"55",""
"Female","78"
"Male","78"
"56",""
"Female","43"
"Male","60"
"57",""
"Female","53"
"Male","57"
"58",""
"Female","36"
"Male","50"
"59",""
"Female","36"
"Male","39"
"6",""
"Female","204"
"Male","226"
"60",""
"Female","93"
"Male","75"
"61",""
"Female","40"
"Male","40"
"62",""
"Female","56"
"Male","40"
"63",""
"Female","42"
"Male","38"
"64",""
"Female","36"
"Male","35"
"65",""
"Female","69"
"Male","47"
"66",""
"Female","23"
"Male","29"
"67",""
"Female","26"
"Male","43"
"68",""
"Female","47"
"Male","49"
"69",""
"Female","20"
"Male","21"
"7",""
"Female","222"
"Male","209"
"70",""
"Female","78"
"Male","56"
"71",""
"Female","16"
"Male","19"
"72",""
"Female","34"
"Male","39"
"73",""
"Female","20"
"Male","30"
"74",""
"Female","13"
"Male","15"
"75",""
"Female","31"
"Male","32"
"76",""
"Female","20"
"Male","18"
"77",""
"Female","22"
"Male","18"
"78",""
"Female","28"
"Male","28"
"79",""
"Female","13"
"Male","7"
"8",""
"Female","209"
"Male","259"
"80",""
"Female","31"
"Male","15"
"81",""
"Female","7"
"Male","7"
"82",""
"Female","9"
"Male","8"
"83",""
"Female","4"
"Male","9"
"84",""
"Female","4"
"Male","7"
"85",""
"Female","36"
"Male","47"
"9",""
"Female","194"
"Male","179"
