"Population by Educational Attainment","Number"
"Beginners",""
"Female","152"
"Male","184"
"Graduate and Equivalent",""
"Female","9"
"Male","31"
"Intermediate and Equivalent",""
"Female","121"
"Male","169"
"Level not Stated",""
"Female","12"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","870"
"Male","989"
"Non Formal Education",""
"Female","171"
"Male","184"
"Others",""
"Female","2"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","2129"
"Male","2402"
"Secondary Level (Class 9-10)",""
"Female","405"
"Male","538"
"SLC and Equivalent",""
"Female","308"
"Male","438"
