"Population by Educational Attainment","Number"
"Beginners",""
"Female","114"
"Male","148"
"Graduate and Equivalent",""
"Female","51"
"Male","144"
"Intermediate and Equivalent",""
"Female","254"
"Male","307"
"Level not Stated",""
"Female","14"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","1733"
"Male","1653"
"Non Formal Education",""
"Female","258"
"Male","292"
"Others",""
"Female","3"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","44"
"Primary Education (1-5 Class)",""
"Female","2638"
"Male","2811"
"Secondary Level (Class 9-10)",""
"Female","1015"
"Male","1028"
"SLC and Equivalent",""
"Female","946"
"Male","1086"
