"Population by Educational Attainment","Number"
"Beginners",""
"Female","498"
"Male","612"
"Graduate and Equivalent",""
"Female","28"
"Male","64"
"Intermediate and Equivalent",""
"Female","131"
"Male","236"
"Level not Stated",""
"Female","12"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","1949"
"Male","1810"
"Non Formal Education",""
"Female","390"
"Male","590"
"Others",""
"Female","6"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","18"
"Primary Education (1-5 Class)",""
"Female","5673"
"Male","6905"
"Secondary Level (Class 9-10)",""
"Female","547"
"Male","563"
"SLC and Equivalent",""
"Female","304"
"Male","408"
