"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","1253"
"Male","1116"
"Brahman - Tarai",""
"Female","70"
"Male","59"
"Brahmu/ Baramo",""
"Female","12"
"Male","13"
"Chhetri",""
"Female","1196"
"Male","1116"
"Dalit Others",""
"Female","63"
"Male","53"
"Damai/Dholi",""
"Female","80"
"Male","69"
"Danuwar",""
"Female","253"
"Male","195"
"Ghale",""
"Female","232"
"Male","209"
"Gharti/Bhujel",""
"Female","6"
"Male","8"
"Gurung",""
"Female","65"
"Male","62"
"Kalwar",""
"Female","13"
"Male","29"
"Kami",""
"Female","626"
"Male","581"
"Kathabaniyan",""
"Female","17"
"Male","18"
"Limbu",""
"Female","5"
"Male","8"
"Magar",""
"Female","287"
"Male","281"
"Majhi",""
"Female","716"
"Male","610"
"Newar",""
"Female","71"
"Male","80"
"Others",""
"Female","39"
"Male","76"
"Pahari",""
"Female","34"
"Male","21"
"Rai",""
"Female","461"
"Male","363"
"Sonar",""
"Female","5"
"Male","7"
"Sunuwar",""
"Female","30"
"Male","31"
"Tamang",""
"Female","14942"
"Male","14097"
"Terai Others",""
"Female","8"
"Male","9"
"Yadav",""
"Female","7"
"Male","18"
