"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","259"
"Male","233"
"Bin",""
"Female","50"
"Male","59"
"Brahman - Hill",""
"Female","155"
"Male","154"
"Brahman - Tarai",""
"Female","201"
"Male","205"
"Chamar/ Harijan/ Ram",""
"Female","679"
"Male","703"
"Chhetri",""
"Female","47"
"Male","54"
"Damai/Dholi",""
"Female","6"
"Male","5"
"Dhanuk",""
"Female","431"
"Male","432"
"Dhobi",""
"Female","313"
"Male","300"
"Dhunia",""
"Female","297"
"Male","311"
"Dom",""
"Female","38"
"Male","48"
"Dusadh/ Pasawan/ Pasi",""
"Female","324"
"Male","319"
"Gaderi/Bhedihar",""
"Female","86"
"Male","80"
"Hajam/Thakur",""
"Female","378"
"Male","342"
"Halwai",""
"Female","161"
"Male","194"
"Kalwar",""
"Female","35"
"Male","32"
"Kanu",""
"Female","348"
"Male","324"
"Kathabaniyan",""
"Female","41"
"Male","67"
"Kayastha",""
"Female","54"
"Male","51"
"Khatwe",""
"Female","271"
"Male","240"
"Koiri/Kushwaha",""
"Female","587"
"Male","612"
"Kumhar",""
"Female","117"
"Male","105"
"Kurmi",""
"Female","397"
"Male","414"
"Lohar",""
"Female","458"
"Male","488"
"Mali",""
"Female","59"
"Male","60"
"Mallaha",""
"Female","527"
"Male","550"
"Musahar",""
"Female","302"
"Male","317"
"Musalman",""
"Female","1892"
"Male","1671"
"Natuwa",""
"Female","13"
"Male","14"
"Nuniya",""
"Female","658"
"Male","672"
"Others",""
"Female","55"
"Male","29"
"Sanyasi/Dasnami",""
"Female","13"
"Male","25"
"Sonar",""
"Female","289"
"Male","309"
"Sudhi",""
"Female","432"
"Male","449"
"Sunuwar",""
"Female","11"
"Male","11"
"Tamang",""
"Female","33"
"Male","31"
"Tatma/Tatwa",""
"Female","67"
"Male","69"
"Teli",""
"Female","858"
"Male","888"
"Terai Others",""
"Female","10"
"Male","8"
"Tharu",""
"Female","66"
"Male","73"
"Yadav",""
"Female","8092"
"Male","8689"
