"Population by Educational Attainment","Number"
"Beginners",""
"Female","207"
"Male","261"
"Graduate and Equivalent",""
"Female","21"
"Male","149"
"Intermediate and Equivalent",""
"Female","133"
"Male","463"
"Level not Stated",""
"Female","36"
"Male","40"
"Lower Secondary (Class 6-8)",""
"Female","762"
"Male","1756"
"Non Formal Education",""
"Female","29"
"Male","60"
"Others",""
"Female","7"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","43"
"Primary Education (1-5 Class)",""
"Female","2948"
"Male","4161"
"Secondary Level (Class 9-10)",""
"Female","274"
"Male","794"
"SLC and Equivalent",""
"Female","270"
"Male","834"
