"Population by Educational Attainment","Number"
"Beginners",""
"Female","809"
"Male","889"
"","1698"
"Graduate and Equivalent",""
"Female","29"
"Male","123"
"","152"
"Intermediate and Equivalent",""
"Female","253"
"Male","581"
"","834"
"Level not Stated",""
"Female","34"
"Male","38"
"","72"
"Lower Secondary (Class 6-8)",""
"Female","2792"
"Male","3645"
"","6437"
"Non Formal Education",""
"Female","773"
"Male","609"
"","1382"
"Others",""
"Female","21"
"Male","23"
"","44"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","41"
"","47"
"Primary Education (1-5 Class)",""
"Female","5974"
"Male","7648"
"","13622"
"Secondary Level (Class 9-10)",""
"Female","1459"
"Male","2207"
"","3666"
"SLC and Equivalent",""
"Female","543"
"Male","928"
"","1471"
