"Population by Mother tongue","Number"
"Achhami",""
"Female","1060"
"Male","977"
"","2037"
"Baitadeli",""
"Female","29"
"Male","21"
"","50"
"Bajureli",""
"Female","83"
"Male","92"
"","175"
"Bhojpuri",""
"Female","21"
"Male","27"
"","48"
"Bote",""
"Female","45"
"Male","48"
"","93"
"Dailekhi",""
"Female","28"
"Male","23"
"","51"
"Darchuleli",""
"Female","12"
"Male","11"
"","23"
"Doteli",""
"Female","1408"
"Male","1401"
"","2809"
"Hindi",""
"Female","842"
"Male","861"
"","1703"
"Jumli",""
"Female","65"
"Male","48"
"","113"
"Magar",""
"Female","52"
"Male","45"
"","97"
"Maithili",""
"Female","310"
"Male","333"
"","643"
"Nepali",""
"Female","4126"
"Male","3860"
"","7986"
"Newar",""
"Female","8"
"Male","9"
"","17"
"Not Reported",""
"Female","19"
"Male","19"
"","38"
"Others",""
"Female","13"
"Male","16"
"","29"
"Punjabi",""
"Female","24"
"Male","25"
"","49"
"Raji",""
"Female","684"
"Male","653"
"","1337"
"Tamang",""
"Female","31"
"Male","36"
"","67"
"Tharu",""
"Female","17065"
"Male","17007"
"","34072"
"Urdu",""
"Female","204"
"Male","204"
"","408"
