"Population by disability type","Number"
"Blind/low vision",""
"Female","42"
"Male","46"
"","88"
"Deaf/hard of hearing",""
"Female","33"
"Male","27"
"","60"
"Deaf-Blind",""
"Female","5"
"Male","7"
"","12"
"Intellectual disable",""
"Female","10"
"Male","12"
"","22"
"Mental disable",""
"Female","16"
"Male","25"
"","41"
"Multiple disable",""
"Female","34"
"Male","36"
"","70"
"No disability",""
"Female","26006"
"Male","22747"
"","48753"
"Physical",""
"Female","73"
"Male","118"
"","191"
"Speech problem",""
"Female","24"
"Male","29"
"","53"
