"Population by Caste Ethinicity","Number"
"Amat",""
"Female","24"
"Male","13"
"","37"
"Badhaee",""
"Female","295"
"Male","253"
"","548"
"Bantar/Sardar",""
"Female","461"
"Male","395"
"","856"
"Baraee",""
"Female","206"
"Male","197"
"","403"
"Bin",""
"Female","469"
"Male","369"
"","838"
"Brahman - Hill",""
"Female","71"
"Male","90"
"","161"
"Brahman - Tarai",""
"Female","102"
"Male","117"
"","219"
"Chamar/ Harijan/ Ram",""
"Female","1443"
"Male","1163"
"","2606"
"Chhetri",""
"Female","56"
"Male","48"
"","104"
"Damai/Dholi",""
"Female","4"
"Male","7"
"","11"
"Danuwar",""
"Female","234"
"Male","180"
"","414"
"Dhanuk",""
"Female","3483"
"Male","2931"
"","6414"
"Dhobi",""
"Female","232"
"Male","223"
"","455"
"Dhunia",""
"Female","12"
"Male","13"
"","25"
"Dom",""
"Female","54"
"Male","57"
"","111"
"Dusadh/ Pasawan/ Pasi",""
"Female","866"
"Male","781"
"","1647"
"Gaderi/Bhedihar",""
"Female","23"
"Male","31"
"","54"
"Gharti/Bhujel",""
"Female","20"
"Male","18"
"","38"
"Hajam/Thakur",""
"Female","428"
"Male","398"
"","826"
"Halwai",""
"Female","483"
"Male","468"
"","951"
"Jhangad/ Dhagar",""
"Female","45"
"Male","38"
"","83"
"Kalwar",""
"Female","199"
"Male","163"
"","362"
"Kami",""
"Female","84"
"Male","71"
"","155"
"Kathabaniyan",""
"Female","25"
"Male","23"
"","48"
"Kayastha",""
"Female","92"
"Male","82"
"","174"
"Kewat",""
"Female","466"
"Male","374"
"","840"
"Khatwe",""
"Female","874"
"Male","757"
"","1631"
"Koiri/Kushwaha",""
"Female","472"
"Male","477"
"","949"
"Kumal",""
"Female","19"
"Male","15"
"","34"
"Kumhar",""
"Female","83"
"Male","73"
"","156"
"Kurmi",""
"Female","248"
"Male","223"
"","471"
"Lohar",""
"Female","14"
"Male","24"
"","38"
"Majhi",""
"Female","14"
"Male","11"
"","25"
"Mali",""
"Female","59"
"Male","59"
"","118"
"Mallaha",""
"Female","1156"
"Male","940"
"","2096"
"Musahar",""
"Female","1516"
"Male","1365"
"","2881"
"Musalman",""
"Female","3640"
"Male","2945"
"","6585"
"Newar",""
"Female","54"
"Male","62"
"","116"
"Others",""
"Female","32"
"Male","16"
"","48"
"Rajput",""
"Female","107"
"Male","94"
"","201"
"Sanyasi/Dasnami",""
"Female","68"
"Male","55"
"","123"
"Sonar",""
"Female","186"
"Male","179"
"","365"
"Sudhi",""
"Female","953"
"Male","906"
"","1859"
"Sunuwar",""
"Female","8"
"Male","11"
"","19"
"Tatma/Tatwa",""
"Female","378"
"Male","344"
"","722"
"Teli",""
"Female","1230"
"Male","1132"
"","2362"
"Terai Others",""
"Female","177"
"Male","123"
"","300"
"Tharu",""
"Female","313"
"Male","260"
"","573"
"Undefined Others",""
"Female","32"
"Male","26"
"","58"
"Yadav",""
"Female","4733"
"Male","4447"
"","9180"
