"Population by Educational Attainment","Number"
"Beginners",""
"Female","138"
"Male","192"
"Graduate and Equivalent",""
"Female","31"
"Male","72"
"Intermediate and Equivalent",""
"Female","115"
"Male","185"
"Level not Stated",""
"Female","67"
"Male","89"
"Lower Secondary (Class 6-8)",""
"Female","742"
"Male","922"
"Non Formal Education",""
"Female","134"
"Male","167"
"Others",""
"Female","2"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","17"
"Primary Education (1-5 Class)",""
"Female","1751"
"Male","2173"
"Secondary Level (Class 9-10)",""
"Female","361"
"Male","531"
"SLC and Equivalent",""
"Female","248"
"Male","410"
