"Population by Educational Attainment","Number"
"Beginners",""
"Female","312"
"Male","326"
"","638"
"Graduate and Equivalent",""
"Female","26"
"Male","79"
"","105"
"Intermediate and Equivalent",""
"Female","187"
"Male","265"
"","452"
"Level not Stated",""
"Female","30"
"Male","33"
"","63"
"Lower Secondary (Class 6-8)",""
"Female","1500"
"Male","1784"
"","3284"
"Non Formal Education",""
"Female","541"
"Male","496"
"","1037"
"Others",""
"Female","3"
"Male","8"
"","11"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","30"
"","37"
"Primary Education (1-5 Class)",""
"Female","3549"
"Male","4059"
"","7608"
"Secondary Level (Class 9-10)",""
"Female","630"
"Male","800"
"","1430"
"SLC and Equivalent",""
"Female","368"
"Male","495"
"","863"
