"Population by Educational Attainment","Number"
"Beginners",""
"Female","4121"
"Male","4103"
"Graduate and Equivalent",""
"Female","192"
"Male","1319"
"Intermediate and Equivalent",""
"Female","1998"
"Male","3963"
"Level not Stated",""
"Female","258"
"Male","256"
"Lower Secondary (Class 6-8)",""
"Female","12118"
"Male","17813"
"Non Formal Education",""
"Female","2752"
"Male","1736"
"Others",""
"Female","61"
"Male","75"
"Post Graduate Equivalent and Above",""
"Female","36"
"Male","497"
"Primary Education (1-5 Class)",""
"Female","31476"
"Male","37385"
"Secondary Level (Class 9-10)",""
"Female","5323"
"Male","9904"
"SLC and Equivalent",""
"Female","2958"
"Male","5322"
