"Population by Educational Attainment","Number"
"Beginners",""
"Female","131"
"Male","124"
"","255"
"Graduate and Equivalent",""
"Female","23"
"Male","96"
"","119"
"Intermediate and Equivalent",""
"Female","108"
"Male","142"
"","250"
"Level not Stated",""
"Female","12"
"Male","8"
"","20"
"Lower Secondary (Class 6-8)",""
"Female","1281"
"Male","1227"
"","2508"
"Non Formal Education",""
"Female","605"
"Male","494"
"","1099"
"Others",""
"Female","0"
"Male","3"
"","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","12"
"","13"
"Primary Education (1-5 Class)",""
"Female","2322"
"Male","2474"
"","4796"
"Secondary Level (Class 9-10)",""
"Female","682"
"Male","818"
"","1500"
"SLC and Equivalent",""
"Female","496"
"Male","532"
"","1028"
