"Population by Educational Attainment","Number"
"Beginners",""
"Female","453"
"Male","567"
"Graduate and Equivalent",""
"Female","223"
"Male","497"
"Intermediate and Equivalent",""
"Female","753"
"Male","959"
"Level not Stated",""
"Female","56"
"Male","54"
"Lower Secondary (Class 6-8)",""
"Female","3059"
"Male","2479"
"Non Formal Education",""
"Female","399"
"Male","412"
"Others",""
"Female","8"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","42"
"Male","210"
"Primary Education (1-5 Class)",""
"Female","4778"
"Male","4506"
"Secondary Level (Class 9-10)",""
"Female","1947"
"Male","1736"
"SLC and Equivalent",""
"Female","2187"
"Male","2184"
