"Population by Single Year of Age","Number"
"0",""
"Female","338"
"Male","382"
"1",""
"Female","277"
"Male","330"
"10",""
"Female","536"
"Male","518"
"11",""
"Female","480"
"Male","479"
"12",""
"Female","591"
"Male","556"
"13",""
"Female","487"
"Male","514"
"14",""
"Female","508"
"Male","540"
"15",""
"Female","519"
"Male","475"
"16",""
"Female","521"
"Male","476"
"17",""
"Female","473"
"Male","475"
"18",""
"Female","489"
"Male","521"
"19",""
"Female","414"
"Male","301"
"2",""
"Female","318"
"Male","378"
"20",""
"Female","426"
"Male","329"
"21",""
"Female","466"
"Male","288"
"22",""
"Female","505"
"Male","286"
"23",""
"Female","380"
"Male","220"
"24",""
"Female","386"
"Male","238"
"25",""
"Female","482"
"Male","250"
"26",""
"Female","382"
"Male","239"
"27",""
"Female","361"
"Male","218"
"28",""
"Female","437"
"Male","286"
"29",""
"Female","239"
"Male","181"
"3",""
"Female","349"
"Male","376"
"30",""
"Female","505"
"Male","316"
"31",""
"Female","197"
"Male","143"
"32",""
"Female","315"
"Male","219"
"33",""
"Female","228"
"Male","191"
"34",""
"Female","215"
"Male","175"
"35",""
"Female","503"
"Male","269"
"36",""
"Female","257"
"Male","150"
"37",""
"Female","223"
"Male","156"
"38",""
"Female","261"
"Male","192"
"39",""
"Female","163"
"Male","138"
"4",""
"Female","388"
"Male","415"
"40",""
"Female","425"
"Male","301"
"41",""
"Female","168"
"Male","146"
"42",""
"Female","226"
"Male","155"
"43",""
"Female","165"
"Male","128"
"44",""
"Female","146"
"Male","116"
"45",""
"Female","352"
"Male","232"
"46",""
"Female","173"
"Male","129"
"47",""
"Female","163"
"Male","99"
"48",""
"Female","207"
"Male","158"
"49",""
"Female","131"
"Male","112"
"5",""
"Female","428"
"Male","461"
"50",""
"Female","328"
"Male","258"
"51",""
"Female","130"
"Male","136"
"52",""
"Female","188"
"Male","157"
"53",""
"Female","146"
"Male","106"
"54",""
"Female","117"
"Male","111"
"55",""
"Female","228"
"Male","166"
"56",""
"Female","129"
"Male","149"
"57",""
"Female","144"
"Male","140"
"58",""
"Female","116"
"Male","145"
"59",""
"Female","95"
"Male","81"
"6",""
"Female","419"
"Male","421"
"60",""
"Female","278"
"Male","155"
"61",""
"Female","141"
"Male","110"
"62",""
"Female","163"
"Male","131"
"63",""
"Female","131"
"Male","88"
"64",""
"Female","111"
"Male","79"
"65",""
"Female","190"
"Male","158"
"66",""
"Female","95"
"Male","80"
"67",""
"Female","113"
"Male","81"
"68",""
"Female","134"
"Male","127"
"69",""
"Female","54"
"Male","59"
"7",""
"Female","432"
"Male","479"
"70",""
"Female","173"
"Male","124"
"71",""
"Female","48"
"Male","65"
"72",""
"Female","88"
"Male","91"
"73",""
"Female","57"
"Male","60"
"74",""
"Female","36"
"Male","47"
"75",""
"Female","107"
"Male","70"
"76",""
"Female","35"
"Male","39"
"77",""
"Female","45"
"Male","53"
"78",""
"Female","63"
"Male","63"
"79",""
"Female","46"
"Male","30"
"8",""
"Female","446"
"Male","496"
"80",""
"Female","57"
"Male","43"
"81",""
"Female","17"
"Male","19"
"82",""
"Female","25"
"Male","22"
"83",""
"Female","20"
"Male","28"
"84",""
"Female","35"
"Male","30"
"85",""
"Female","75"
"Male","71"
"9",""
"Female","446"
"Male","445"
