"Population by Caste Ethinicity","Number"
"Badi",""
"Female","57"
"Male","35"
"","92"
"Bote",""
"Female","14"
"Male","10"
"","24"
"Brahman - Hill",""
"Female","3135"
"Male","2659"
"","5794"
"Brahman - Tarai",""
"Female","6"
"Male","8"
"","14"
"Chamar/ Harijan/ Ram",""
"Female","7"
"Male","8"
"","15"
"Chepang /Praja",""
"Female","14"
"Male","15"
"","29"
"Chhetri",""
"Female","5565"
"Male","4529"
"","10094"
"Dalit Others",""
"Female","18"
"Male","25"
"","43"
"Damai/Dholi",""
"Female","663"
"Male","604"
"","1267"
"Darai",""
"Female","30"
"Male","24"
"","54"
"Gaine",""
"Female","7"
"Male","9"
"","16"
"Gharti/Bhujel",""
"Female","34"
"Male","29"
"","63"
"Gurung",""
"Female","149"
"Male","124"
"","273"
"Kami",""
"Female","2397"
"Male","2075"
"","4472"
"Kanu",""
"Female","7"
"Male","7"
"","14"
"Koiri/Kushwaha",""
"Female","4"
"Male","7"
"","11"
"Kumal",""
"Female","14"
"Male","18"
"","32"
"Lohar",""
"Female","12"
"Male","13"
"","25"
"Magar",""
"Female","1040"
"Male","895"
"","1935"
"Marwadi",""
"Female","4"
"Male","8"
"","12"
"Musalman",""
"Female","345"
"Male","353"
"","698"
"Newar",""
"Female","98"
"Male","84"
"","182"
"Others",""
"Female","28"
"Male","21"
"","49"
"Rai",""
"Female","7"
"Male","4"
"","11"
"Rajbansi",""
"Female","89"
"Male","103"
"","192"
"Raji",""
"Female","71"
"Male","55"
"","126"
"Sanyasi/Dasnami",""
"Female","258"
"Male","219"
"","477"
"Sarki",""
"Female","131"
"Male","99"
"","230"
"Tamang",""
"Female","50"
"Male","53"
"","103"
"Tatma/Tatwa",""
"Female","11"
"Male","4"
"","15"
"Terai Others",""
"Female","32"
"Male","20"
"","52"
"Thakuri",""
"Female","1471"
"Male","1208"
"","2679"
"Tharu",""
"Female","13454"
"Male","12603"
"","26057"
"Yadav",""
"Female","351"
"Male","374"
"","725"
