"Population by Educational Attainment","Number"
"Beginners",""
"Female","237"
"Male","251"
"Graduate and Equivalent",""
"Female","15"
"Male","43"
"Intermediate and Equivalent",""
"Female","146"
"Male","276"
"Level not Stated",""
"Female","17"
"Male","29"
"Lower Secondary (Class 6-8)",""
"Female","1265"
"Male","1574"
"Non Formal Education",""
"Female","305"
"Male","232"
"Others",""
"Female","3"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","2878"
"Male","3149"
"Secondary Level (Class 9-10)",""
"Female","668"
"Male","1077"
"SLC and Equivalent",""
"Female","426"
"Male","684"
