"Population by Single Year of Age","Number"
"0",""
"Female","252"
"Male","238"
"1",""
"Female","222"
"Male","252"
"10",""
"Female","335"
"Male","335"
"11",""
"Female","278"
"Male","240"
"12",""
"Female","345"
"Male","356"
"13",""
"Female","280"
"Male","290"
"14",""
"Female","272"
"Male","299"
"15",""
"Female","281"
"Male","257"
"16",""
"Female","284"
"Male","258"
"17",""
"Female","225"
"Male","240"
"18",""
"Female","310"
"Male","295"
"19",""
"Female","221"
"Male","181"
"2",""
"Female","284"
"Male","328"
"20",""
"Female","214"
"Male","174"
"21",""
"Female","238"
"Male","202"
"22",""
"Female","231"
"Male","205"
"23",""
"Female","186"
"Male","135"
"24",""
"Female","208"
"Male","142"
"25",""
"Female","223"
"Male","169"
"26",""
"Female","204"
"Male","124"
"27",""
"Female","168"
"Male","135"
"28",""
"Female","182"
"Male","166"
"29",""
"Female","120"
"Male","81"
"3",""
"Female","310"
"Male","310"
"30",""
"Female","220"
"Male","175"
"31",""
"Female","94"
"Male","80"
"32",""
"Female","148"
"Male","119"
"33",""
"Female","95"
"Male","91"
"34",""
"Female","96"
"Male","81"
"35",""
"Female","243"
"Male","166"
"36",""
"Female","129"
"Male","97"
"37",""
"Female","82"
"Male","75"
"38",""
"Female","116"
"Male","121"
"39",""
"Female","79"
"Male","63"
"4",""
"Female","335"
"Male","339"
"40",""
"Female","205"
"Male","174"
"41",""
"Female","67"
"Male","73"
"42",""
"Female","99"
"Male","94"
"43",""
"Female","62"
"Male","65"
"44",""
"Female","52"
"Male","40"
"45",""
"Female","168"
"Male","134"
"46",""
"Female","88"
"Male","77"
"47",""
"Female","63"
"Male","64"
"48",""
"Female","83"
"Male","81"
"49",""
"Female","33"
"Male","46"
"5",""
"Female","334"
"Male","327"
"50",""
"Female","140"
"Male","143"
"51",""
"Female","60"
"Male","56"
"52",""
"Female","78"
"Male","86"
"53",""
"Female","36"
"Male","43"
"54",""
"Female","53"
"Male","42"
"55",""
"Female","116"
"Male","102"
"56",""
"Female","43"
"Male","57"
"57",""
"Female","43"
"Male","65"
"58",""
"Female","75"
"Male","75"
"59",""
"Female","38"
"Male","55"
"6",""
"Female","290"
"Male","323"
"60",""
"Female","132"
"Male","123"
"61",""
"Female","51"
"Male","49"
"62",""
"Female","64"
"Male","48"
"63",""
"Female","36"
"Male","39"
"64",""
"Female","32"
"Male","31"
"65",""
"Female","91"
"Male","101"
"66",""
"Female","19"
"Male","27"
"67",""
"Female","39"
"Male","41"
"68",""
"Female","24"
"Male","47"
"69",""
"Female","11"
"Male","16"
"7",""
"Female","309"
"Male","290"
"70",""
"Female","57"
"Male","51"
"71",""
"Female","5"
"Male","16"
"72",""
"Female","20"
"Male","36"
"73",""
"Female","7"
"Male","12"
"74",""
"Female","6"
"Male","8"
"75",""
"Female","28"
"Male","20"
"76",""
"Female","16"
"Male","9"
"77",""
"Female","2"
"Male","12"
"78",""
"Female","9"
"Male","16"
"79",""
"Female","2"
"Male","4"
"8",""
"Female","306"
"Male","317"
"80",""
"Female","15"
"Male","5"
"81",""
"Female","6"
"Male","3"
"82",""
"Female","6"
"Male","3"
"83",""
"Female","2"
"Male","3"
"84",""
"Female","5"
"Male","3"
"85",""
"Female","25"
"Male","27"
"9",""
"Female","297"
"Male","277"
