"Population by Single Year of Age","Number"
"0",""
"Female","248"
"Male","281"
"1",""
"Female","235"
"Male","249"
"10",""
"Female","394"
"Male","392"
"11",""
"Female","233"
"Male","258"
"12",""
"Female","392"
"Male","376"
"13",""
"Female","273"
"Male","247"
"14",""
"Female","304"
"Male","282"
"15",""
"Female","264"
"Male","248"
"16",""
"Female","270"
"Male","250"
"17",""
"Female","176"
"Male","175"
"18",""
"Female","287"
"Male","268"
"19",""
"Female","123"
"Male","123"
"2",""
"Female","318"
"Male","338"
"20",""
"Female","279"
"Male","194"
"21",""
"Female","132"
"Male","114"
"22",""
"Female","199"
"Male","160"
"23",""
"Female","138"
"Male","128"
"24",""
"Female","153"
"Male","118"
"25",""
"Female","194"
"Male","135"
"26",""
"Female","178"
"Male","96"
"27",""
"Female","95"
"Male","87"
"28",""
"Female","220"
"Male","141"
"29",""
"Female","59"
"Male","41"
"3",""
"Female","319"
"Male","365"
"30",""
"Female","288"
"Male","175"
"31",""
"Female","57"
"Male","56"
"32",""
"Female","139"
"Male","110"
"33",""
"Female","81"
"Male","51"
"34",""
"Female","94"
"Male","62"
"35",""
"Female","244"
"Male","192"
"36",""
"Female","119"
"Male","96"
"37",""
"Female","47"
"Male","38"
"38",""
"Female","132"
"Male","121"
"39",""
"Female","26"
"Male","26"
"4",""
"Female","378"
"Male","385"
"40",""
"Female","271"
"Male","180"
"41",""
"Female","41"
"Male","62"
"42",""
"Female","78"
"Male","72"
"43",""
"Female","50"
"Male","44"
"44",""
"Female","60"
"Male","57"
"45",""
"Female","194"
"Male","178"
"46",""
"Female","65"
"Male","58"
"47",""
"Female","27"
"Male","33"
"48",""
"Female","93"
"Male","71"
"49",""
"Female","17"
"Male","14"
"5",""
"Female","378"
"Male","369"
"50",""
"Female","171"
"Male","163"
"51",""
"Female","20"
"Male","35"
"52",""
"Female","40"
"Male","49"
"53",""
"Female","32"
"Male","38"
"54",""
"Female","44"
"Male","42"
"55",""
"Female","139"
"Male","101"
"56",""
"Female","36"
"Male","35"
"57",""
"Female","23"
"Male","33"
"58",""
"Female","58"
"Male","61"
"59",""
"Female","25"
"Male","26"
"6",""
"Female","364"
"Male","351"
"60",""
"Female","154"
"Male","102"
"61",""
"Female","30"
"Male","23"
"62",""
"Female","72"
"Male","33"
"63",""
"Female","26"
"Male","23"
"64",""
"Female","52"
"Male","37"
"65",""
"Female","142"
"Male","66"
"66",""
"Female","31"
"Male","19"
"67",""
"Female","41"
"Male","28"
"68",""
"Female","40"
"Male","37"
"69",""
"Female","7"
"Male","12"
"7",""
"Female","296"
"Male","290"
"70",""
"Female","116"
"Male","43"
"71",""
"Female","26"
"Male","15"
"72",""
"Female","42"
"Male","23"
"73",""
"Female","14"
"Male","19"
"74",""
"Female","9"
"Male","10"
"75",""
"Female","52"
"Male","33"
"76",""
"Female","13"
"Male","13"
"77",""
"Female","13"
"Male","8"
"78",""
"Female","10"
"Male","16"
"79",""
"Female","4"
"Male","3"
"8",""
"Female","405"
"Male","436"
"80",""
"Female","31"
"Male","17"
"81",""
"Female","10"
"Male","6"
"82",""
"Female","0"
"Male","6"
"83",""
"Female","4"
"Male","5"
"84",""
"Female","3"
"Male","1"
"85",""
"Female","28"
"Male","14"
"9",""
"Female","276"
"Male","267"
