"Population by disability type","Number"
"Blind/low vision",""
"Female","72"
"Male","65"
"","137"
"Deaf/hard of hearing",""
"Female","71"
"Male","79"
"","150"
"Deaf-Blind",""
"Female","9"
"Male","5"
"","14"
"Intellectual disable",""
"Female","9"
"Male","12"
"","21"
"Mental disable",""
"Female","19"
"Male","17"
"","36"
"Multiple disable",""
"Female","23"
"Male","25"
"","48"
"No disability",""
"Female","17232"
"Male","16090"
"","33322"
"Physical",""
"Female","143"
"Male","187"
"","330"
"Speech problem",""
"Female","14"
"Male","46"
"","60"
