"Population by Single Year of Age","Number"
"0",""
"Female","203"
"Male","237"
"1",""
"Female","232"
"Male","254"
"10",""
"Female","313"
"Male","337"
"11",""
"Female","290"
"Male","309"
"12",""
"Female","336"
"Male","353"
"13",""
"Female","362"
"Male","295"
"14",""
"Female","352"
"Male","341"
"15",""
"Female","315"
"Male","283"
"16",""
"Female","335"
"Male","277"
"17",""
"Female","329"
"Male","310"
"18",""
"Female","302"
"Male","212"
"19",""
"Female","267"
"Male","160"
"2",""
"Female","230"
"Male","244"
"20",""
"Female","313"
"Male","158"
"21",""
"Female","212"
"Male","127"
"22",""
"Female","271"
"Male","130"
"23",""
"Female","216"
"Male","91"
"24",""
"Female","211"
"Male","81"
"25",""
"Female","224"
"Male","97"
"26",""
"Female","179"
"Male","83"
"27",""
"Female","218"
"Male","107"
"28",""
"Female","179"
"Male","87"
"29",""
"Female","164"
"Male","81"
"3",""
"Female","279"
"Male","245"
"30",""
"Female","183"
"Male","105"
"31",""
"Female","111"
"Male","65"
"32",""
"Female","150"
"Male","95"
"33",""
"Female","118"
"Male","91"
"34",""
"Female","113"
"Male","70"
"35",""
"Female","175"
"Male","98"
"36",""
"Female","118"
"Male","69"
"37",""
"Female","114"
"Male","95"
"38",""
"Female","141"
"Male","76"
"39",""
"Female","115"
"Male","94"
"4",""
"Female","297"
"Male","281"
"40",""
"Female","169"
"Male","141"
"41",""
"Female","94"
"Male","56"
"42",""
"Female","123"
"Male","105"
"43",""
"Female","110"
"Male","93"
"44",""
"Female","88"
"Male","67"
"45",""
"Female","116"
"Male","94"
"46",""
"Female","79"
"Male","76"
"47",""
"Female","115"
"Male","89"
"48",""
"Female","102"
"Male","100"
"49",""
"Female","82"
"Male","110"
"5",""
"Female","333"
"Male","285"
"50",""
"Female","149"
"Male","119"
"51",""
"Female","76"
"Male","78"
"52",""
"Female","100"
"Male","88"
"53",""
"Female","63"
"Male","75"
"54",""
"Female","87"
"Male","66"
"55",""
"Female","96"
"Male","113"
"56",""
"Female","93"
"Male","64"
"57",""
"Female","78"
"Male","86"
"58",""
"Female","87"
"Male","70"
"59",""
"Female","54"
"Male","64"
"6",""
"Female","254"
"Male","315"
"60",""
"Female","114"
"Male","108"
"61",""
"Female","68"
"Male","66"
"62",""
"Female","53"
"Male","65"
"63",""
"Female","54"
"Male","46"
"64",""
"Female","50"
"Male","48"
"65",""
"Female","64"
"Male","53"
"66",""
"Female","33"
"Male","33"
"67",""
"Female","65"
"Male","64"
"68",""
"Female","43"
"Male","42"
"69",""
"Female","20"
"Male","36"
"7",""
"Female","338"
"Male","339"
"70",""
"Female","52"
"Male","40"
"71",""
"Female","38"
"Male","31"
"72",""
"Female","31"
"Male","33"
"73",""
"Female","27"
"Male","28"
"74",""
"Female","21"
"Male","25"
"75",""
"Female","29"
"Male","27"
"76",""
"Female","19"
"Male","28"
"77",""
"Female","18"
"Male","20"
"78",""
"Female","21"
"Male","25"
"79",""
"Female","12"
"Male","8"
"8",""
"Female","326"
"Male","282"
"80",""
"Female","27"
"Male","20"
"81",""
"Female","11"
"Male","6"
"82",""
"Female","11"
"Male","13"
"83",""
"Female","7"
"Male","12"
"84",""
"Female","11"
"Male","9"
"85",""
"Female","28"
"Male","40"
"9",""
"Female","290"
"Male","276"
