"Population by Educational Attainment","Number"
"Beginners",""
"Female","333"
"Male","305"
"Graduate and Equivalent",""
"Female","8"
"Male","52"
"Intermediate and Equivalent",""
"Female","105"
"Male","170"
"Level not Stated",""
"Female","10"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","1527"
"Male","1537"
"Non Formal Education",""
"Female","758"
"Male","454"
"Others",""
"Female","4"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","7"
"Primary Education (1-5 Class)",""
"Female","3859"
"Male","3916"
"Secondary Level (Class 9-10)",""
"Female","441"
"Male","538"
"SLC and Equivalent",""
"Female","249"
"Male","430"
