"Population by Mother tongue","Number"
"Athpariya",""
"Female","2942"
"Male","2414"
"Bangla",""
"Female","2"
"Male","9"
"Bantawa",""
"Female","418"
"Male","356"
"Bhojpuri",""
"Female","18"
"Male","34"
"Bhujel",""
"Female","40"
"Male","25"
"Chamling",""
"Female","68"
"Male","62"
"Chhiling",""
"Female","32"
"Male","21"
"Chhintang",""
"Female","15"
"Male","14"
"Gurung",""
"Female","41"
"Male","34"
"Hindi",""
"Female","24"
"Male","46"
"Khaling",""
"Female","15"
"Male","17"
"Kulung",""
"Female","26"
"Male","22"
"Limbu",""
"Female","713"
"Male","585"
"Magar",""
"Female","1353"
"Male","1057"
"Maithili",""
"Female","181"
"Male","270"
"Majhi",""
"Female","26"
"Male","20"
"Nachhiring",""
"Female","6"
"Male","7"
"Nepali",""
"Female","9536"
"Male","8697"
"Newar",""
"Female","1221"
"Male","1053"
"Not Reported",""
"Female","67"
"Male","75"
"Others",""
"Female","48"
"Male","44"
"Rai",""
"Female","893"
"Male","752"
"Rajsthani",""
"Female","9"
"Male","5"
"Sampang",""
"Female","56"
"Male","50"
"Sherpa",""
"Female","107"
"Male","85"
"Tamang",""
"Female","1395"
"Male","1180"
"Tharu",""
"Female","23"
"Male","31"
"Thulung",""
"Female","7"
"Male","13"
"Urdu",""
"Female","36"
"Male","66"
"Yakkha",""
"Female","122"
"Male","109"
"Yamphu/Yamphe",""
"Female","12"
"Male","14"
