"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","6"
"Male","5"
"Aathpariya",""
"Female","3159"
"Male","2590"
"Bangali",""
"Female","13"
"Male","18"
"Bantaba",""
"Female","63"
"Male","41"
"Bhote",""
"Female","22"
"Male","21"
"Brahman - Hill",""
"Female","1746"
"Male","1787"
"Brahman - Tarai",""
"Female","19"
"Male","28"
"Chamar/ Harijan/ Ram",""
"Female","10"
"Male","9"
"Chamling",""
"Female","16"
"Male","15"
"Chhetri",""
"Female","3956"
"Male","3558"
"Dalit Others",""
"Female","14"
"Male","8"
"Damai/Dholi",""
"Female","359"
"Male","319"
"Dom",""
"Female","9"
"Male","10"
"Foreigner",""
"Female","6"
"Male","5"
"Gharti/Bhujel",""
"Female","282"
"Male","244"
"Gurung",""
"Female","90"
"Male","64"
"Hajam/Thakur",""
"Female","14"
"Male","12"
"Halwai",""
"Female","22"
"Male","39"
"Kalwar",""
"Female","9"
"Male","11"
"Kami",""
"Female","725"
"Male","679"
"Kathabaniyan",""
"Female","10"
"Male","3"
"Kayastha",""
"Female","14"
"Male","12"
"Kewat",""
"Female","9"
"Male","6"
"Kulung",""
"Female","5"
"Male","12"
"Limbu",""
"Female","874"
"Male","708"
"Magar",""
"Female","1498"
"Male","1186"
"Majhi",""
"Female","52"
"Male","42"
"Marwadi",""
"Female","18"
"Male","7"
"Musalman",""
"Female","41"
"Male","82"
"Newar",""
"Female","1817"
"Male","1599"
"Others",""
"Female","69"
"Male","85"
"Rai",""
"Female","1973"
"Male","1712"
"Rajbansi",""
"Female","5"
"Male","10"
"Sanyasi/Dasnami",""
"Female","25"
"Male","24"
"Sarki",""
"Female","243"
"Male","212"
"Sherpa",""
"Female","104"
"Male","86"
"Tamang",""
"Female","1619"
"Male","1375"
"Teli",""
"Female","28"
"Male","49"
"Terai Others",""
"Female","18"
"Male","37"
"Thakuri",""
"Female","281"
"Male","239"
"Tharu",""
"Female","51"
"Male","57"
"Undefined Others",""
"Female","23"
"Male","22"
"Yadav",""
"Female","14"
"Male","40"
"Yakkha",""
"Female","121"
"Male","99"
