"Population by Educational Attainment","Number"
"Beginners",""
"Female","431"
"Male","520"
"Graduate and Equivalent",""
"Female","326"
"Male","545"
"Intermediate and Equivalent",""
"Female","1195"
"Male","1237"
"Level not Stated",""
"Female","26"
"Male","24"
"Lower Secondary (Class 6-8)",""
"Female","2697"
"Male","2653"
"Non Formal Education",""
"Female","1005"
"Male","702"
"Others",""
"Female","7"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","78"
"Male","278"
"Primary Education (1-5 Class)",""
"Female","4104"
"Male","4375"
"Secondary Level (Class 9-10)",""
"Female","1879"
"Male","1712"
"SLC and Equivalent",""
"Female","1934"
"Male","1916"
