"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","6"
"Male","5"
"Bote",""
"Female","10"
"Male","11"
"Brahman - Hill",""
"Female","2742"
"Male","2293"
"Brahman - Tarai",""
"Female","13"
"Male","17"
"Chhetri",""
"Female","6967"
"Male","5000"
"Damai/Dholi",""
"Female","567"
"Male","389"
"Gaine",""
"Female","19"
"Male","17"
"Gharti/Bhujel",""
"Female","60"
"Male","44"
"Gurung",""
"Female","280"
"Male","218"
"Kami",""
"Female","2400"
"Male","1812"
"Kumal",""
"Female","883"
"Male","859"
"Limbu",""
"Female","6"
"Male","7"
"Magar",""
"Female","4530"
"Male","3660"
"Musalman",""
"Female","23"
"Male","32"
"Newar",""
"Female","312"
"Male","286"
"Others",""
"Female","32"
"Male","51"
"Sanyasi/Dasnami",""
"Female","578"
"Male","442"
"Sarki",""
"Female","1870"
"Male","1356"
"Tamang",""
"Female","13"
"Male","9"
"Terai Others",""
"Female","7"
"Male","8"
"Thakali",""
"Female","7"
"Male","4"
"Thakuri",""
"Female","50"
"Male","40"
"Thami",""
"Female","8"
"Male","8"
"Tharu",""
"Female","253"
"Male","245"
