"Population by Educational Attainment","Number"
"Beginners",""
"Female","746"
"Male","798"
"","1544"
"Graduate and Equivalent",""
"Female","10"
"Male","137"
"","147"
"Intermediate and Equivalent",""
"Female","144"
"Male","439"
"","583"
"Level not Stated",""
"Female","33"
"Male","35"
"","68"
"Lower Secondary (Class 6-8)",""
"Female","699"
"Male","1879"
"","2578"
"Non Formal Education",""
"Female","315"
"Male","271"
"","586"
"Others",""
"Female","4"
"Male","6"
"","10"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","24"
"","24"
"Primary Education (1-5 Class)",""
"Female","3460"
"Male","4892"
"","8352"
"Secondary Level (Class 9-10)",""
"Female","246"
"Male","864"
"","1110"
"SLC and Equivalent",""
"Female","151"
"Male","550"
"","701"
