"Population by disability type","Number"
"Blind/low vision",""
"Female","67"
"Male","72"
"","139"
"Deaf/hard of hearing",""
"Female","56"
"Male","55"
"","111"
"Deaf-Blind",""
"Female","5"
"Male","3"
"","8"
"Intellectual disable",""
"Female","8"
"Male","8"
"","16"
"Mental disable",""
"Female","8"
"Male","14"
"","22"
"Multiple disable",""
"Female","9"
"Male","14"
"","23"
"No disability",""
"Female","16686"
"Male","15831"
"","32517"
"Physical",""
"Female","143"
"Male","177"
"","320"
"Speech problem",""
"Female","26"
"Male","42"
"","68"
