"Population by disability type","Number"
"Blind/low vision",""
"Female","13"
"Male","14"
"","27"
"Deaf/hard of hearing",""
"Female","54"
"Male","43"
"","97"
"Deaf-Blind",""
"Female","7"
"Male","4"
"","11"
"Intellectual disable",""
"Female","6"
"Male","13"
"","19"
"Mental disable",""
"Female","10"
"Male","11"
"","21"
"Multiple disable",""
"Female","12"
"Male","15"
"","27"
"No disability",""
"Female","10103"
"Male","8634"
"","18737"
"Physical",""
"Female","38"
"Male","58"
"","96"
"Speech problem",""
"Female","28"
"Male","22"
"","50"
