"Population by Educational Attainment","Number"
"Beginners",""
"Female","378"
"Male","519"
"","897"
"Graduate and Equivalent",""
"Female","106"
"Male","230"
"","336"
"Intermediate and Equivalent",""
"Female","441"
"Male","624"
"","1065"
"Level not Stated",""
"Female","61"
"Male","69"
"","130"
"Lower Secondary (Class 6-8)",""
"Female","2786"
"Male","2878"
"","5664"
"Non Formal Education",""
"Female","370"
"Male","280"
"","650"
"Others",""
"Female","10"
"Male","7"
"","17"
"Post Graduate Equivalent and Above",""
"Female","23"
"Male","83"
"","106"
"Primary Education (1-5 Class)",""
"Female","5616"
"Male","6127"
"","11743"
"Secondary Level (Class 9-10)",""
"Female","1290"
"Male","1482"
"","2772"
"SLC and Equivalent",""
"Female","671"
"Male","921"
"","1592"
