"Population by Mother tongue","Number"
"Bangla",""
"Female","20"
"Male","20"
"","40"
"Bantawa",""
"Female","732"
"Male","616"
"","1348"
"Bhojpuri",""
"Female","25"
"Male","22"
"","47"
"Bhujel",""
"Female","47"
"Male","33"
"","80"
"Chamling",""
"Female","181"
"Male","172"
"","353"
"Dhimal",""
"Female","346"
"Male","332"
"","678"
"Dumi",""
"Female","13"
"Male","8"
"","21"
"Dungmali",""
"Female","19"
"Male","13"
"","32"
"Gurung",""
"Female","261"
"Male","214"
"","475"
"Hindi",""
"Female","42"
"Male","45"
"","87"
"Khaling",""
"Female","14"
"Male","11"
"","25"
"Koyee",""
"Female","10"
"Male","7"
"","17"
"Kulung",""
"Female","30"
"Male","32"
"","62"
"Kumal",""
"Female","6"
"Male","5"
"","11"
"Limbu",""
"Female","2091"
"Male","1776"
"","3867"
"Magar",""
"Female","402"
"Male","360"
"","762"
"Maithili",""
"Female","485"
"Male","525"
"","1010"
"Majhi",""
"Female","65"
"Male","54"
"","119"
"Meche",""
"Female","39"
"Male","29"
"","68"
"Nachhiring",""
"Female","13"
"Male","13"
"","26"
"Nepali",""
"Female","15375"
"Male","12655"
"","28030"
"Newar",""
"Female","329"
"Male","268"
"","597"
"Not Reported",""
"Female","79"
"Male","80"
"","159"
"Others",""
"Female","78"
"Male","68"
"","146"
"Puma",""
"Female","7"
"Male","9"
"","16"
"Rai",""
"Female","861"
"Male","640"
"","1501"
"Rajbanshi",""
"Female","271"
"Male","239"
"","510"
"Sampang",""
"Female","73"
"Male","68"
"","141"
"Santhali",""
"Female","784"
"Male","768"
"","1552"
"Sherpa",""
"Female","4"
"Male","8"
"","12"
"Sunuwar",""
"Female","60"
"Male","50"
"","110"
"Tajpuriya",""
"Female","555"
"Male","507"
"","1062"
"Tamang",""
"Female","451"
"Male","375"
"","826"
"Tharu",""
"Female","118"
"Male","113"
"","231"
"Thulung",""
"Female","47"
"Male","40"
"","87"
"Uranw/Urau",""
"Female","86"
"Male","78"
"","164"
"Urdu",""
"Female","8"
"Male","9"
"","17"
"Yakkha",""
"Female","34"
"Male","21"
"","55"
"Yamphu/Yamphe",""
"Female","8"
"Male","13"
"","21"
