"Population by disability type","Number"
"Blind/low vision",""
"Female","52"
"Male","32"
"","84"
"Deaf/hard of hearing",""
"Female","28"
"Male","42"
"","70"
"Deaf-Blind",""
"Female","5"
"Male","3"
"","8"
"Intellectual disable",""
"Female","6"
"Male","6"
"","12"
"Mental disable",""
"Female","18"
"Male","17"
"","35"
"Multiple disable",""
"Female","12"
"Male","10"
"","22"
"No disability",""
"Female","10326"
"Male","8907"
"","19233"
"Physical",""
"Female","77"
"Male","67"
"","144"
"Speech problem",""
"Female","26"
"Male","25"
"","51"
