"Population by Educational Attainment","Number"
"Beginners",""
"Female","212"
"Male","267"
"","479"
"Graduate and Equivalent",""
"Female","95"
"Male","222"
"","317"
"Intermediate and Equivalent",""
"Female","324"
"Male","409"
"","733"
"Level not Stated",""
"Female","19"
"Male","11"
"","30"
"Lower Secondary (Class 6-8)",""
"Female","1534"
"Male","1416"
"","2950"
"Non Formal Education",""
"Female","305"
"Male","247"
"","552"
"Others",""
"Female","5"
"Male","8"
"","13"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","78"
"","87"
"Primary Education (1-5 Class)",""
"Female","2364"
"Male","2351"
"","4715"
"Secondary Level (Class 9-10)",""
"Female","891"
"Male","986"
"","1877"
"SLC and Equivalent",""
"Female","1310"
"Male","1312"
"","2622"
