"Population by Single Year of Age","Number"
"0",""
"Female","175"
"Male","165"
"1",""
"Female","160"
"Male","140"
"10",""
"Female","239"
"Male","237"
"11",""
"Female","224"
"Male","233"
"12",""
"Female","257"
"Male","246"
"13",""
"Female","255"
"Male","209"
"14",""
"Female","225"
"Male","249"
"15",""
"Female","236"
"Male","211"
"16",""
"Female","203"
"Male","189"
"17",""
"Female","249"
"Male","162"
"18",""
"Female","219"
"Male","141"
"19",""
"Female","168"
"Male","108"
"2",""
"Female","154"
"Male","152"
"20",""
"Female","201"
"Male","73"
"21",""
"Female","145"
"Male","70"
"22",""
"Female","175"
"Male","71"
"23",""
"Female","148"
"Male","68"
"24",""
"Female","129"
"Male","55"
"25",""
"Female","164"
"Male","67"
"26",""
"Female","150"
"Male","60"
"27",""
"Female","121"
"Male","53"
"28",""
"Female","149"
"Male","59"
"29",""
"Female","97"
"Male","50"
"3",""
"Female","151"
"Male","162"
"30",""
"Female","188"
"Male","86"
"31",""
"Female","64"
"Male","45"
"32",""
"Female","113"
"Male","60"
"33",""
"Female","83"
"Male","48"
"34",""
"Female","102"
"Male","44"
"35",""
"Female","150"
"Male","73"
"36",""
"Female","93"
"Male","41"
"37",""
"Female","69"
"Male","44"
"38",""
"Female","105"
"Male","46"
"39",""
"Female","51"
"Male","55"
"4",""
"Female","155"
"Male","174"
"40",""
"Female","135"
"Male","101"
"41",""
"Female","61"
"Male","40"
"42",""
"Female","93"
"Male","64"
"43",""
"Female","61"
"Male","61"
"44",""
"Female","64"
"Male","43"
"45",""
"Female","153"
"Male","88"
"46",""
"Female","74"
"Male","71"
"47",""
"Female","61"
"Male","46"
"48",""
"Female","70"
"Male","76"
"49",""
"Female","50"
"Male","43"
"5",""
"Female","203"
"Male","219"
"50",""
"Female","118"
"Male","101"
"51",""
"Female","47"
"Male","47"
"52",""
"Female","77"
"Male","71"
"53",""
"Female","50"
"Male","48"
"54",""
"Female","57"
"Male","58"
"55",""
"Female","91"
"Male","73"
"56",""
"Female","48"
"Male","48"
"57",""
"Female","56"
"Male","63"
"58",""
"Female","65"
"Male","50"
"59",""
"Female","45"
"Male","45"
"6",""
"Female","199"
"Male","177"
"60",""
"Female","101"
"Male","86"
"61",""
"Female","43"
"Male","41"
"62",""
"Female","41"
"Male","52"
"63",""
"Female","39"
"Male","43"
"64",""
"Female","29"
"Male","32"
"65",""
"Female","75"
"Male","48"
"66",""
"Female","22"
"Male","29"
"67",""
"Female","35"
"Male","44"
"68",""
"Female","23"
"Male","31"
"69",""
"Female","29"
"Male","29"
"7",""
"Female","200"
"Male","226"
"70",""
"Female","58"
"Male","54"
"71",""
"Female","21"
"Male","28"
"72",""
"Female","15"
"Male","14"
"73",""
"Female","11"
"Male","29"
"74",""
"Female","4"
"Male","15"
"75",""
"Female","31"
"Male","22"
"76",""
"Female","11"
"Male","17"
"77",""
"Female","16"
"Male","23"
"78",""
"Female","16"
"Male","20"
"79",""
"Female","6"
"Male","11"
"8",""
"Female","192"
"Male","224"
"80",""
"Female","18"
"Male","14"
"81",""
"Female","4"
"Male","7"
"82",""
"Female","6"
"Male","11"
"83",""
"Female","8"
"Male","2"
"84",""
"Female","6"
"Male","9"
"85",""
"Female","25"
"Male","33"
"9",""
"Female","214"
"Male","217"
