"Population by Educational Attainment","Number"
"Beginners",""
"Female","311"
"Male","382"
"Graduate and Equivalent",""
"Female","5"
"Male","44"
"Intermediate and Equivalent",""
"Female","54"
"Male","147"
"Level not Stated",""
"Female","14"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","1186"
"Male","1683"
"Non Formal Education",""
"Female","353"
"Male","355"
"Others",""
"Female","2"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","3560"
"Male","4371"
"Secondary Level (Class 9-10)",""
"Female","381"
"Male","549"
"SLC and Equivalent",""
"Female","165"
"Male","278"
