"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","21"
"Male","21"
"Brahman - Hill",""
"Female","192"
"Male","170"
"Brahman - Tarai",""
"Female","10"
"Male","8"
"Chamar/ Harijan/ Ram",""
"Female","166"
"Male","203"
"Chhetri",""
"Female","1870"
"Male","1686"
"Damai/Dholi",""
"Female","337"
"Male","332"
"Gaine",""
"Female","8"
"Male","7"
"Gharti/Bhujel",""
"Female","10"
"Male","5"
"Gurung",""
"Female","36"
"Male","41"
"Halwai",""
"Female","49"
"Male","47"
"Kami",""
"Female","1275"
"Male","1200"
"Kathabaniyan",""
"Female","23"
"Male","19"
"Kumal",""
"Female","343"
"Male","366"
"Kumhar",""
"Female","26"
"Male","36"
"Kurmi",""
"Female","12"
"Male","15"
"Magar",""
"Female","2396"
"Male","2107"
"Majhi",""
"Female","35"
"Male","37"
"Musalman",""
"Female","103"
"Male","116"
"Newar",""
"Female","41"
"Male","39"
"Others",""
"Female","36"
"Male","35"
"Rajput",""
"Female","4"
"Male","8"
"Sanyasi/Dasnami",""
"Female","310"
"Male","275"
"Sarki",""
"Female","129"
"Male","101"
"Teli",""
"Female","41"
"Male","61"
"Thakuri",""
"Female","170"
"Male","146"
"Tharu",""
"Female","2847"
"Male","2652"
"Yadav",""
"Female","2296"
"Male","2518"
