"Population by Educational Attainment","Number"
"Beginners",""
"Female","135"
"Male","169"
"","304"
"Graduate and Equivalent",""
"Female","42"
"Male","82"
"","124"
"Intermediate and Equivalent",""
"Female","232"
"Male","248"
"","480"
"Level not Stated",""
"Female","20"
"Male","27"
"","47"
"Lower Secondary (Class 6-8)",""
"Female","1113"
"Male","1288"
"","2401"
"Non Formal Education",""
"Female","372"
"Male","344"
"","716"
"Others",""
"Female","4"
"Male","2"
"","6"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","35"
"","39"
"Primary Education (1-5 Class)",""
"Female","1797"
"Male","2107"
"","3904"
"Secondary Level (Class 9-10)",""
"Female","623"
"Male","663"
"","1286"
"SLC and Equivalent",""
"Female","339"
"Male","428"
"","767"
