"Population by Single Year of Age","Number"
"0",""
"Female","5"
"Male","5"
"1",""
"Female","19"
"Male","10"
"10",""
"Female","39"
"Male","26"
"11",""
"Female","38"
"Male","18"
"12",""
"Female","27"
"Male","32"
"13",""
"Female","20"
"Male","15"
"14",""
"Female","13"
"Male","11"
"15",""
"Female","28"
"Male","15"
"16",""
"Female","34"
"Male","14"
"17",""
"Female","21"
"Male","9"
"18",""
"Female","22"
"Male","12"
"19",""
"Female","5"
"Male","10"
"2",""
"Female","36"
"Male","39"
"20",""
"Female","27"
"Male","7"
"21",""
"Female","17"
"Male","16"
"22",""
"Female","20"
"Male","13"
"23",""
"Female","18"
"Male","13"
"24",""
"Female","19"
"Male","11"
"25",""
"Female","27"
"Male","29"
"26",""
"Female","14"
"Male","24"
"27",""
"Female","10"
"Male","22"
"28",""
"Female","32"
"Male","22"
"29",""
"Female","7"
"Male","8"
"3",""
"Female","27"
"Male","28"
"30",""
"Female","22"
"Male","16"
"31",""
"Female","12"
"Male","6"
"32",""
"Female","11"
"Male","16"
"33",""
"Female","9"
"Male","9"
"34",""
"Female","13"
"Male","8"
"35",""
"Female","28"
"Male","16"
"36",""
"Female","11"
"Male","17"
"37",""
"Female","23"
"Male","16"
"38",""
"Female","14"
"Male","20"
"39",""
"Female","10"
"Male","14"
"4",""
"Female","34"
"Male","30"
"40",""
"Female","23"
"Male","19"
"41",""
"Female","8"
"Male","14"
"42",""
"Female","10"
"Male","13"
"43",""
"Female","9"
"Male","3"
"44",""
"Female","8"
"Male","8"
"45",""
"Female","14"
"Male","20"
"46",""
"Female","6"
"Male","5"
"47",""
"Female","8"
"Male","6"
"48",""
"Female","7"
"Male","3"
"49",""
"Female","5"
"Male","6"
"5",""
"Female","39"
"Male","36"
"50",""
"Female","18"
"Male","17"
"51",""
"Female","8"
"Male","10"
"52",""
"Female","6"
"Male","3"
"53",""
"Female","8"
"Male","5"
"54",""
"Female","3"
"Male","4"
"55",""
"Female","14"
"Male","13"
"56",""
"Female","8"
"Male","8"
"57",""
"Female","3"
"Male","8"
"58",""
"Female","7"
"Male","2"
"59",""
"Female","2"
"Male","1"
"6",""
"Female","29"
"Male","34"
"60",""
"Female","21"
"Male","13"
"61",""
"Female","5"
"Male","4"
"62",""
"Female","10"
"Male","6"
"63",""
"Female","7"
"Male","4"
"64",""
"Female","5"
"Male","1"
"65",""
"Female","15"
"Male","8"
"66",""
"Female","4"
"Male","4"
"67",""
"Female","5"
"Male","1"
"68",""
"Female","2"
"Male","1"
"69",""
"Female","1"
"Male","3"
"7",""
"Female","36"
"Male","43"
"70",""
"Female","4"
"Male","2"
"71",""
"Female","2"
"Male","3"
"72",""
"Female","5"
"Male","5"
"73",""
"Female","2"
"Male","1"
"74",""
"Female","3"
"Male","1"
"75",""
"Female","1"
"Male","2"
"76",""
"Female","2"
"Male","0"
"77",""
"Female","0"
"Male","1"
"78",""
"Female","2"
"Male","0"
"8",""
"Female","37"
"Male","35"
"80",""
"Female","2"
"Male","0"
"81",""
"Female","1"
"Male","0"
"82",""
"Female","1"
"Male","1"
"83",""
"Female","1"
"Male","1"
"85",""
"Female","1"
"Male","1"
"9",""
"Female","27"
"Male","24"
