"Population by Educational Attainment","Number"
"Beginners",""
"Female","46"
"Male","61"
"Graduate and Equivalent",""
"Female","0"
"Male","1"
"Intermediate and Equivalent",""
"Female","2"
"Male","4"
"Level not Stated",""
"Female","10"
"Male","5"
"Lower Secondary (Class 6-8)",""
"Female","8"
"Male","16"
"Non Formal Education",""
"Female","8"
"Male","24"
"Others",""
"Female","2"
"Male","15"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","0"
"Primary Education (1-5 Class)",""
"Female","165"
"Male","191"
"Secondary Level (Class 9-10)",""
"Female","4"
"Male","5"
"SLC and Equivalent",""
"Female","0"
"Male","9"
