"Population by Educational Attainment","Number"
"Beginners",""
"Female","299"
"Male","285"
"Graduate and Equivalent",""
"Female","20"
"Male","80"
"Intermediate and Equivalent",""
"Female","197"
"Male","296"
"Level not Stated",""
"Female","2"
"Male","4"
"Lower Secondary (Class 6-8)",""
"Female","1332"
"Male","1263"
"Non Formal Education",""
"Female","273"
"Male","145"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","16"
"Primary Education (1-5 Class)",""
"Female","2710"
"Male","2648"
"Secondary Level (Class 9-10)",""
"Female","773"
"Male","677"
"SLC and Equivalent",""
"Female","447"
"Male","496"
