"Population by disability type","Number"
"Blind/low vision",""
"Female","48"
"Male","51"
"","99"
"Deaf/hard of hearing",""
"Female","64"
"Male","47"
"","111"
"Deaf-Blind",""
"Female","6"
"Male","8"
"","14"
"Intellectual disable",""
"Female","15"
"Male","27"
"","42"
"Mental disable",""
"Female","32"
"Male","26"
"","58"
"Multiple disable",""
"Female","17"
"Male","34"
"","51"
"No disability",""
"Female","15818"
"Male","11462"
"","27280"
"Physical",""
"Female","140"
"Male","168"
"","308"
"Speech problem",""
"Female","35"
"Male","46"
"","81"
